lqa_sheet,main_sheet,column,key,lqa_row,main_row,status,main_value,lqa_value
DLCメインストーリー,DLCメインストーリー,Korean_Steam,Dialog.DLC1-1-173,568,568,DIFF_SAME_SHEET,이렇게 하급 전투원 46호가 된 히스이의 재단 잠입 생활이 시작되었다.,이렇게 하급 전투원 46호가 된 히스이의 재단 잠입 생활이 시작되는 것이었다.
DLCメインストーリー,DLCメインストーリー,Korean_Steam,Dialog.DLC1-3-14,864,864,DIFF_SAME_SHEET,「뭐 괜찮지 않겠어? 우리가 말해 둘 테니까」,"「뭐 괜찮지 않겠어, 우리들이 말해 둘 테니까」"
DLCメインストーリー,DLCメインストーリー,Korean_Steam,Dialog.DLC2-2-56,1709,1709,DIFF_SAME_SHEET,"「으으…윽, 그런………윽…… 우리는……윽!?」","「으으…윽, 그런………윽…… 우리들은……윽!?」"
Daiya,Daiya,Korean_Steam,Daiya.Fallen1-57,116,116,DIFF_SAME_SHEET,"그리고 다이아는 전혀 저항하지 못한 채, 몸이 순조롭게 개조되어 갔다.","그리고 다이아는 전혀 저항할 수 없는 채, 그 몸은 순조롭게 개조되어 가는 것이었다."
Daiya,Daiya,Korean_Steam,Daiya.Fallen2-72,274,274,DIFF_SAME_SHEET,"「야, 히앗, 야, 그만둬!!」","「싫어, 히앗, 그, 그만둬!!」"
Daiya,Daiya,Korean_Steam,Daiya.Fallen2-113,356,356,DIFF_SAME_SHEET,"「하앗♥, 하앗♥, 오옷 오옷♥ 다, 누가…… 오나홀 따위에…♥!」","「하앗♥, 하앗♥, 오옷 오옷♥ 누, 누가…… 오나홀 따위에…♥!」"
Daiya,Daiya,Korean_Steam,Daiya.Fallen2-121,372,372,DIFF_SAME_SHEET,"「여, 싫어…윽!…… 히스이… 도, 도와주러 와줘!! 빨리!」","「시, 싫어…윽!…… 히스이… 도, 도와주러 와줘!! 빨리!」"
Daiya,Daiya,Korean_Steam,Daiya.Fallen2-125,380,380,DIFF_SAME_SHEET,"그리고 그날, 다이아는 10번 이상 괴인에게 사용되며 마음이 확실히 부서져 갔다","그리고 그날, 다이아는 10번 이상 괴인에게 사용되고, 다이아의 마음은 확실히 부서져 가는 것이었다"
Daiya,Daiya,Korean_Steam,Daiya.Fallen3-39,468,468,DIFF_SAME_SHEET,"「하히잇♥, 아, 감사합니다♥, 잡어 보지이지만 마음껏 사용해주세요이이잇♥!」","「하히잇♥, 아, 감사합니다♥, 허접 보지이지만 마음껏 사용해주세요이이잇♥!」"
Daiya,Daiya,Korean_Steam,Daiya Seikaku Scene,560,904,DIFF_SAME_SHEET,,성핵 이벤트
Kei(DLC),,Korean_Steam,Kei Fallen Scene,2,,KEY_OR_COLUMN_NOT_FOUND_IN_MAIN,,타락 이벤트
Kei(DLC),Kei(DLC),Korean_Steam,Record.KeiAfter-40,87,87,DIFF_SAME_SHEET,「위험…해…… 자………자해!!」,「위험…해…… 자………잠깐!!」
Kei(DLC),Kei(DLC),Korean_Steam,Record.KeiAfter-47,101,101,DIFF_SAME_SHEET,"「키잇! 뭐!? 여, 그만둬!!」","「키잇! 뭐!? 그, 그만둬!!」"
Kei(DLC),Kei(DLC),Korean_Steam,Record.KeiAfter-75,157,157,DIFF_SAME_SHEET,"「응읏♥, 응읏♥, 쥬릇♥, 곱♥, 겝♥… 쥬폿♥!」","「응읏♥, 응읏♥, 쥬릇♥, 고븟♥, 커흣♥… 쥬폿♥!」"
Kei(DLC),Kei(DLC),Korean_Steam,Record.KeiAfter-116,241,241,DIFF_SAME_SHEET,"「으앗♥! 자, 잠깐…! 여, 그만둬♥!」","「으앗♥! 자, 잠깐…! 그, 그만둬♥!」"
Daiya DLC2,Daiya,Korean_Steam,Daiya.Debauchery1-12,28,550,DIFF_GLOBAL_KEY_MATCH,"「하앗♥, 어떻습니까…… 주인님아♥」","「하앗♥, 어떻습니까…… 주인님♥」"
Daiya DLC2,Daiya,Korean_Steam,Daiya.Debauchery1-38,80,602,DIFF_GLOBAL_KEY_MATCH,「윽♥ 부힛! 주인님아♥!」,「윽♥ 부힛! 주인님♥!」
Daiya DLC2,Daiya,Korean_Steam,Daiya.Debauchery2-23,275,797,DIFF_GLOBAL_KEY_MATCH,"「키이ーーー잇!!♥, 네엣♥ 주인님아♥♥ 02호에게♥♥, 삽입 허가를♥♥」","「키이ーーー잇!!♥, 네엣♥ 주인님♥♥ 02호에게♥♥, 삽입 허가를♥♥」"
Kei DLC2,Kei(DLC),Korean_Steam,Kei.DLC_BrainWash2-108,222,504,DIFF_GLOBAL_KEY_MATCH,"「곱봇, 곱봇, 윽…… 아, 알겠습니다!」","「고홋, 고홋, 윽…… 아, 알겠습니다!」"
Add0127,Daiya,Korean_Steam,Daiya.Core1-26,53,956,DIFF_GLOBAL_KEY_MATCH,"엉덩이 구멍에서 무언가가 빠져나가는 감각과 함께, 다이아의 의식은 뚝 끊어졌다.","엉덩이 구멍에서 무언가가 빠져나가는 감각과 함께, 다이아의 의식은 뚝 끊어지는 것이었다."
Add0127,Daiya,Korean_Steam,Daiya.Core1-36,77,980,DIFF_GLOBAL_KEY_MATCH,"「오오옷, 굉장한 조임! 이 녀석 다른 성핵전희 오나홀보다 빡빡하잖아?」","「오오옷, 굉장한 조임! 이 녀석 다른 성핵전희 오나홀보다 조임이 강하잖아?」"
Akiho,Akiho,English_Steam,Akiho.Fallen1-9,19,19,DIFF_SAME_SHEET,"""Don't worry, we're not going to turn you into a monster or make you a soldier.""","""Don't worry, we're not going to turn you into a monster or make you a soldier.""...? What's your purpose...!?"""
Akiho,Akiho,English_Steam,Akiho.Fallen1-11,23,23,DIFF_SAME_SHEET,"""Even if we re-educated you to fight, you wouldn't be much of a fighting force.""","""Even if we brainwashed you to fight, you wouldn't be much of a fighting force."""
Akiho,Akiho,English_Steam,Akiho.Fallen2-9,189,189,DIFF_SAME_SHEET,"""ah♥ Mmgh♥ No more♥♥""","""Ah♥ Mmgh♥ No more♥♥"""
Akiho,Akiho,English_Steam,Akiho.Debauchery2-4,640,640,DIFF_SAME_SHEET,"""Fuuuuuuuuuuu""","""Haaaaaah..."""
Akiho,Akiho,English_Steam,Akiho.Core1-34,817,817,DIFF_SAME_SHEET,"""Haaaa... I need to do something about this... But♥ Nnnnn♥""","""Haaaa... I need to do something about this... But♥ Nnnnn♥"
Rikka,Rikka,English_Steam,Rikka.Fallen1-68,141,141,DIFF_SAME_SHEET,(...This is bad♥ My mind... My transformation will not hold♥),(...This is bad♥ My mind... My transformation won't hold♥)
Rikka,Rikka,English_Steam,Rikka.Fallen2-51,297,297,DIFF_SAME_SHEET,"""You might just be lying to deceive us. You'll have to be re-educated now.""","""You might just be lying to deceive us. You'll have to be brainwashed now."""
Rikka,Rikka,English_Steam,Rikka.Fallen2-59,313,313,DIFF_SAME_SHEET,Rikka's head was covered with a helmet-like re-educating device.,Rikka's head was covered with a helmet-like brainwashing device.
Rikka,Rikka,English_Steam,Rikka.Fallen2-61,317,317,DIFF_SAME_SHEET,"""We'll now begin the re-educating and enhancement surgery. This is the end of Rikka Minase as a Holy Core Battlemaiden.""","""We'll now begin the brainwashing and enhancement surgery. This is the end of Rikka Minase as a Holy Core Battlemaiden."""
Rikka,Rikka,English_Steam,Rikka.Fallen2-62,319,319,DIFF_SAME_SHEET,"(I can't give up! If I can endure the re-educating, there will be another way!)","(I can't give up! If I can endure the brainwashing, there will be another way!)"
Rikka,Rikka,English_Steam,Rikka.Fallen2-63,321,321,DIFF_SAME_SHEET,"The re-educating device a emitted red light, and lasers were fired at Rikka's brain inside the mask.","The brainwashing device a emitted red light, and lasers were fired at Rikka's brain inside the mask."
Rikka,Rikka,English_Steam,Rikka.Fallen3-19,377,377,DIFF_SAME_SHEET,"(Don't give up, I haven't lost yet! Even if I'm no longer a Holy Core Battlemaiden, if I can endure the re-education for twelve hours!)","(Don't give up, I haven't lost yet! Even if I'm no longer a Holy Core Battlemaiden, if I can endure the brainwashing for twelve hours!)"
Rikka,Rikka,English_Steam,Rikka.Fallen3-60,459,459,DIFF_SAME_SHEET,"""...Re-educating at 99.9%. Holy Core conversion at 99.99%. Modification complete. You've done well.""","""...Brainwashing at 99.9%. Holy Core conversion at 99.99%. Modification complete. You've done well."""
Rikka,Rikka,English_Steam,Rikka.Fallen3-69,478,478,DIFF_SAME_SHEET,"""The re-education is complete, and her Holy Core has been replaced with a pseudo-Holy Core.""","""The brainwashing is complete, and her Holy Core has been replaced with a pseudo-Holy Core."""
Rikka,Rikka,English_Steam,Rikka.Debauchery2-33,782,782,DIFF_SAME_SHEET,"""The audience shot their loads at her.""","The audience shot their loads at her."""
Erena,Erena,English_Steam,Erena.Fallen1-4,9,9,DIFF_SAME_SHEET,"Erena Seidō was confined to a research lab deep underground, courtesy of the Tentacle Man.","Elena Seidou was confined to a research lab deep underground, courtesy of the Tentacle Man."
Erena,Erena,English_Steam,Erena.Fallen1-11,23,23,DIFF_SAME_SHEET,The Tentacle Man removed a tentacle from Erena's mouth.,The Tentacle Man removed a tentacle from Elena's mouth.
Erena,Erena,English_Steam,Erena.Fallen1-16,33,33,DIFF_SAME_SHEET,(I am Erena Seidō! The deputy commander of the Holy Core Legion and a Holy Core Battlemaiden! I can't die here!),(I am Elena Seidou! The deputy commander of the Holy Core Legion and a Holy Core Battlemaiden! I can't die here!)
Erena,Erena,English_Steam,Erena.Fallen1-19,39,39,DIFF_SAME_SHEET,"""Valiant but reckless. Very much like you, Erena.""","""Valiant but reckless. Very much like you, Elena."""
Erena,Erena,English_Steam,Erena.Fallen1-25,51,51,DIFF_SAME_SHEET,A tentacle extended from the Tentacle Man's mouth and wrapped itself around Erena's upper body.,A tentacle extended from the Tentacle Man's mouth and wrapped itself around Elena's upper body.
Erena,Erena,English_Steam,Erena.Fallen1-31,63,63,DIFF_SAME_SHEET,The Tentacle Man started sucking on Erena.,The Tentacle Man started sucking on Elena.
Erena,Erena,English_Steam,Erena.Fallen1-47,93,93,DIFF_SAME_SHEET,Erena wiggled violently to resist and bit on a tentacle.,Elena wiggled violently to resist and bit on a tentacle.
Erena,Erena,English_Steam,Erena.Fallen1-65,127,127,DIFF_SAME_SHEET,"While Erena's consciousness grew hazy, her entire body was thoroughly violated by tentacles and slime.","While Elena's consciousness grew hazy, her entire body was thoroughly violated by tentacles and slime."
Erena,Erena,English_Steam,Erena.Fallen1-68,133,133,DIFF_SAME_SHEET,(Get it together♥♥! I'm Erena Seidō! I won't yield to some weakling like this!),(Get it together♥♥! I'm Elena Seidou! I won't yield to some weakling like this!)
Erena,Erena,English_Steam,Erena.Fallen1-73,141,141,DIFF_SAME_SHEET,Erena was finally released from the tentacle monster's mouth and exposed to outside air and light for the first time in hours.,Elena was finally released from the tentacle monster's mouth and exposed to outside air and light for the first time in hours.
Erena,Erena,English_Steam,Erena.Fallen1-79,153,153,DIFF_SAME_SHEET,"""Oh my, Erena has become completely stupid.""","""Oh my, Elena has become completely stupid."""
Erena,Erena,English_Steam,Erena.Fallen2-8,172,172,DIFF_SAME_SHEET,"""Good morning, Erena. Have you gotten used to spending time inside me?""","""Good morning, Elena. Have you gotten used to spending time inside me?"""
Erena,Erena,English_Steam,Erena.Fallen2-16,188,188,DIFF_SAME_SHEET,"""By the way, hehehe, I have something I want to show you today, Erena.""","""By the way, hehehe, I have something I want to show you today, Elena."""
Erena,Erena,English_Steam,Erena.Fallen2-18,192,192,DIFF_SAME_SHEET,"""You were the young heir of the Seidō family, part of a giant conglomerate group, weren't you?""","""You were the young heir of the Seidou family, part of a giant conglomerate group, weren't you?"""
Erena,Erena,English_Steam,Erena.Fallen2-23,202,202,DIFF_SAME_SHEET,"""Hehehe, recently Foundation personnel had a talk with the Seidō Group about you, Erena.""","""Hehehe, recently Foundation personnel had a talk with the Seidou Group about you, Elena."""
Erena,Erena,English_Steam,Erena.Fallen2-25,206,206,DIFF_SAME_SHEET,"""Let me get to the point. The Seidō Group has become a subsidiary organization of our Foundation.""","""Let me get to the point. The Seidou Group has become a subsidiary organization of our Foundation."""
Erena,Erena,English_Steam,Erena.Fallen2-27,210,210,DIFF_SAME_SHEET,"""The Seidō Group was especially supportive of the Holy Core Battlemaidens, so why all of a sudden?""","""The Seidou Group was especially supportive of the Holy Core Battlemaidens, so why all of a sudden?"""
Erena,Erena,English_Steam,Erena.Fallen2-28,212,212,DIFF_SAME_SHEET,"""Heh, when we told them we had captured you, Erena, they agreed immediately.""","""Heh, when we told them we had captured you, Elena, they agreed immediately."""
Erena,Erena,English_Steam,Erena.Fallen2-29,214,214,DIFF_SAME_SHEET,"""I feel sorry for you, Erena...but considering our current power, it was a very wise choice.""","""I feel sorry for you, Elena...but considering our current power, it was a very wise choice."""
Erena,Erena,English_Steam,Erena.Fallen2-32,220,220,DIFF_SAME_SHEET,"(I've maintained deep relations between the Legion and the Seidō Group. If I return to headquarters, the Seidō Group should support the Holy Core Battlemaidens again.)","(I've maintained deep relations between the Legion and the Seidou Group. If I return to headquarters, the Seidou Group should support the Holy Core Battlemaidens again.)"
Erena,Erena,English_Steam,Erena.Fallen2-33,222,222,DIFF_SAME_SHEET,"""Erena, do you still think you can return to the Legion?""","""Elena, do you still think you can return to the Legion?"""
Erena,Erena,English_Steam,Erena.Fallen2-41,238,238,DIFF_SAME_SHEET,"""Your resident registration has been erased. You're no longer a member of the Seidō family.""","""Your resident registration has been erased. You're no longer a member of the Seidou family."""
Erena,Erena,English_Steam,Erena.Fallen2-43,242,242,DIFF_SAME_SHEET,"""When we showed that video to your father, he was quite enraged. He said he won't allow you to use the Seidō name anymore.""","""When we showed that video to your father, he was quite enraged. He said he won't allow you to use the Seidou name anymore."""
Erena,Erena,English_Steam,Erena.Fallen2-46,248,248,DIFF_SAME_SHEET,Erena's family registration information was displayed on the monitor.,Elena's family registration information was displayed on the monitor.
Erena,Erena,English_Steam,Erena.Fallen2-55,266,266,DIFF_SAME_SHEET,"""All this time! For peace! For the Seidō Group! For the Holy Core Battlemaidens! I worked so hard!""","""All this time! For peace! For the Seidou Group! For the Holy Core Battlemaidens! I worked so hard!"""
Erena,Erena,English_Steam,Erena.Fallen2-57,270,270,DIFF_SAME_SHEET,"""Oh my, poor Erena. It's painful to be betrayed by people you trusted.""","""Oh my, poor Elena. It's painful to be betrayed by people you trusted."""
Erena,Erena,English_Steam,Erena.Fallen2-60,276,276,DIFF_SAME_SHEET,"""Oh my, that strong-willed Erena is crying!""","""Oh my, that strong-willed Elena is crying!"""
Erena,Erena,English_Steam,Erena.Fallen2-79,314,314,DIFF_SAME_SHEET,"""Become my pet, Erena. Then you won't have to think about anything!""","""Become my pet, Elena. Then you won't have to think about anything!"""
Erena,Erena,English_Steam,Erena.Fallen2-88,332,332,DIFF_SAME_SHEET,(Even if I defeat this fiend and return to the Seidō family... the Legion... do I have a place there?),(Even if I defeat this fiend and return to the Seidou family... the Legion... do I have a place there?)
Erena,Erena,English_Steam,Erena.Fallen2-89,334,334,DIFF_SAME_SHEET,"""Hehe, Erena, how are my tentacles?""","""Hehe, Elena, how are my tentacles?"""
Erena,Erena,English_Steam,Erena.Fallen2-96,348,348,DIFF_SAME_SHEET,"""What will you do, Erena? Will you become my pet... or continue your meaningless resistance?""","""What will you do, Elena? Will you become my pet... or continue your meaningless resistance?"""
Erena,Erena,English_Steam,Erena.Fallen2-100,356,356,DIFF_SAME_SHEET,"""Is that so! Now everything about you belongs to me, Erena!""","""Is that so! Now everything about you belongs to me, Elena!"""
Erena,Erena,English_Steam,Erena.Fallen2-101,358,358,DIFF_SAME_SHEET,"""Yes♥ Erena lost to Master and became Master's beloved pet♥""","""Yes♥ Elena lost to Master and became Master's beloved pet♥"""
Erena,Erena,English_Steam,Erena.Fallen2-104,364,364,DIFF_SAME_SHEET,Erena turned a broken smile toward the monitor aimed at her.,Elena turned a broken smile toward the monitor aimed at her.
Erena,Erena,English_Steam,Erena.Fallen2-105,366,366,DIFF_SAME_SHEET,"""I, Seidō... no, Erena has just become Master's beloved pet!""","""I, Seidou... no, Elena has just become Master's beloved pet!"""
Erena,Erena,English_Steam,Erena.Fallen2-111,378,378,DIFF_SAME_SHEET,Erena was taken in by the tentacle man without resisting.,Elena was taken in by the tentacle man without resisting.
Erena,Erena,English_Steam,Erena.Fallen2-116,388,388,DIFF_SAME_SHEET,"""Of course, Erena. You don't have to think about anything. You just need to enjoy the endless pleasure inside me!""","""Of course, Elena. You don't have to think about anything. You just need to enjoy the endless pleasure inside me!"""
Erena,Erena,English_Steam,Erena.Fallen2-119,394,394,DIFF_SAME_SHEET,Erena Seidō kept licking the tentacles in the dark with admiration.,Elena Seidou kept licking the tentacles in the dark with admiration.
Erena,Erena,English_Steam,Erena.Fallen2-124,404,404,DIFF_SAME_SHEET,"In the dark, Erena's mind melted under the sinister pleasure that she was drowning in.","In the dark, Elena's mind melted under the sinister pleasure that she was drowning in."
Erena,Erena,English_Steam,Erena.Fallen3-5,417,417,DIFF_SAME_SHEET,Erena's abdomen expanded like a pregnant woman after the Tentacle Man kept pumping slime into her for a long time.,Elena's abdomen expanded like a pregnant woman after the Tentacle Man kept pumping slime into her for a long time.
Erena,Erena,English_Steam,Erena.Fallen3-11,429,429,DIFF_SAME_SHEET,"A nutritious slime came out from the tip of the tentacle that was in Erena's mouth, and flowed down her throat.","A nutritious slime came out from the tip of the tentacle that was in Elena's mouth, and flowed down her throat."
Erena,Erena,English_Steam,Erena.Fallen3-20,447,447,DIFF_SAME_SHEET,The Tentacle Man petted Erena's head.,The Tentacle Man petted Elena's head.
Erena,Erena,English_Steam,Erena.Fallen3-21,449,449,DIFF_SAME_SHEET,"""Good job, Erena. You have good manners.""","""Good job, Elena. You have good manners."""
Erena,Erena,English_Steam,Erena.Fallen3-30,467,467,DIFF_SAME_SHEET,"""You can do it, Erena! You will give birth to a fiend that has inherited a lot of Holy Core energy!""","""You can do it, Elena! You will give birth to a fiend that has inherited a lot of Holy Core energy!"""
Erena,Erena,English_Steam,Erena.Fallen3-36,479,479,DIFF_SAME_SHEET,"""Erena, you're almost there! Just a little more and it'll be out fully!""","""Elena, you're almost there! Just a little more and it'll be out fully!"""
Erena,Erena,English_Steam,Erena.Fallen3-43,493,493,DIFF_SAME_SHEET,"""Erena, this is amazing! Well done!""","""Elena, this is amazing! Well done!"""
Erena,Erena,English_Steam,Erena.Fallen3-46,499,499,DIFF_SAME_SHEET,"""You did great, Erena. But this is no time to rest.""","""You did great, Elena. But this is no time to rest."""
Erena,Erena,English_Steam,Erena.Fallen3-50,507,507,DIFF_SAME_SHEET,And then Erena was taken into the dark and slimy mouth of the fiend.,And then Elena was taken into the dark and slimy mouth of the fiend.
Erena,Erena,English_Steam,Erena.Debauchery1-1,526,526,DIFF_SAME_SHEET,A while after Erena was defeated and trained by the Foundation,A while after Elena was defeated and trained by the Foundation
Erena,Erena,English_Steam,Erena.Debauchery1-16,554,554,DIFF_SAME_SHEET,"""Let's get started for the shoot, Erena.""","""Let's get started for the shoot, Elena."""
Erena,Erena,English_Steam,Erena.Debauchery1-18,558,558,DIFF_SAME_SHEET,One of the men pushed Erena down onto the inflatable mat on the floor.,One of the men pushed Elena down onto the inflatable mat on the floor.
Erena,Erena,English_Steam,Erena.Debauchery1-23,568,568,DIFF_SAME_SHEET,"Erena finally understood, and blushed.","Elena finally understood, and blushed."
Erena,Erena,English_Steam,Erena.Debauchery1-42,606,606,DIFF_SAME_SHEET,The director put his index and middle finger inside Erena's vagina.,The director put his index and middle finger inside Elena's vagina.
Erena,Erena,English_Steam,Erena.Debauchery1-48,618,618,DIFF_SAME_SHEET,The director stimulated Erena's vagina as if he was looking for something.,The director stimulated Elena's vagina as if he was looking for something.
Erena,Erena,English_Steam,Erena.Debauchery1-70,662,662,DIFF_SAME_SHEET,The director pulled his fingers out from Erena.,The director pulled his fingers out from Elena.
Erena,Erena,English_Steam,Erena.Debauchery1-80,682,682,DIFF_SAME_SHEET,The director slapped Erena's crotch with his cock.,The director slapped Elena's crotch with his cock.
Erena,Erena,English_Steam,Erena.Debauchery1-102,726,726,DIFF_SAME_SHEET,"Whenever Erena moved to get away from the pleasure, the man's cock found the spot again and relentlessly attacked it.","Whenever Elena moved to get away from the pleasure, the man's cock found the spot again and relentlessly attacked it."
Erena,Erena,English_Steam,Erena.Debauchery1-108,738,738,DIFF_SAME_SHEET,His cock went in deep and rubbed hard against Erena's most sensitive spot.,His cock went in deep and rubbed hard against Elena's most sensitive spot.
Erena,Erena,English_Steam,Erena.Debauchery1-118,758,758,DIFF_SAME_SHEET,"""You are a genius, Erena! Can I borrow her for a while please? I will make sure she becomes the number one porn star!""","""You are a genius, Elena! Can I borrow her for a while please? I will make sure she becomes the number one porn star!"""
Erena,Erena,English_Steam,Erena.Debauchery2-7,779,779,DIFF_SAME_SHEET,"""It'll be called 'Big-breasted Milk Cow Princess Erena vs Seed-Sowing Geezers: One Hundred Fucks From Hell'!""","""It'll be called 'Big-breasted Milk Cow Princess Elena vs Seed-Sowing Geezers: One Hundred Fucks From Hell'!"""
Erena,Erena,English_Steam,Erena.Debauchery2-10,785,785,DIFF_SAME_SHEET,Erena was surrounded by many men with raging hard-ons.,Elena was surrounded by many men with raging hard-ons.
Erena,Erena,English_Steam,Erena.Debauchery2-15,795,795,DIFF_SAME_SHEET,"""Erena, what's on your mind? Are you scared of facing a hundred men?""","""Elena, what's on your mind? Are you scared of facing a hundred men?"""
Erena,Erena,English_Steam,Erena.Debauchery2-37,839,839,DIFF_SAME_SHEET,"""So that was the first person! Not bad, Erena.""","""So that was the first person! Not bad, Elena."""
Erena,Erena,English_Steam,Erena.Debauchery2-42,849,849,DIFF_SAME_SHEET,A cock came out from Erena's jizz-filled vagina with a slurping sound.,A cock came out from Elena's jizz-filled vagina with a slurping sound.
Erena,Erena,English_Steam,Erena.Debauchery2-45,855,855,DIFF_SAME_SHEET,"""Thank you, director. How was Erena?""","""Thank you, director. How was Elena?"""
Erena,Erena,English_Steam,Erena.Debauchery2-61,887,887,DIFF_SAME_SHEET,"After that, Erena, the Tentacle Man, and the extras that left behind had sex all night...","After that, Elena, the Tentacle Man, and the extras that left behind had sex all night..."
Erena,Erena,English_Steam,Erena.Core1-18,924,924,DIFF_SAME_SHEET,Erena was caught by countless tentacles and swallowed whole.,Elena was caught by countless tentacles and swallowed whole.
Erena,Erena,English_Steam,Erena.Core1-25,938,938,DIFF_SAME_SHEET,Just when Erena was about to go all out to get out of the fiend...,Just when Elena was about to go all out to get out of the fiend...
Erena,Erena,English_Steam,Erena.Core1-33,954,954,DIFF_SAME_SHEET,The flesh wrapping around Erena contracted and pushed her in further.,The flesh wrapping around Elena contracted and pushed her in further.
Erena,Erena,English_Steam,Erena.Core1-38,964,964,DIFF_SAME_SHEET,The intestinal movements allowed the fiend to swallow Erena further down its digestive system.,The intestinal movements allowed the fiend to swallow Elena further down its digestive system.
Erena,Erena,English_Steam,Erena.Core1-41,970,970,DIFF_SAME_SHEET,"Erena thought about how to get out several times, but she had no solutions when faced with the tremendous power of the fiend.","Elena thought about how to get out several times, but she had no solutions when faced with the tremendous power of the fiend."
Erena,Erena,English_Steam,Erena.Core1-48,984,984,DIFF_SAME_SHEET,Erena glowed yellow as her transformation was undone.,Elena glowed yellow as her transformation was undone.
Erena,Erena,English_Steam,Erena.Core1-50,988,988,DIFF_SAME_SHEET,"The flesh of the fiend came down on Erena, who lost her strength.","The flesh of the fiend came down on Elena, who lost her strength."
Erena,Erena,English_Steam,Erena.Core1-52,992,992,DIFF_SAME_SHEET,(It's pressing against me and I can't move...),(It's pressing against me♥ and I can't move♥...)
Erena,Erena,English_Steam,Erena.Core1-53,994,994,DIFF_SAME_SHEET,(Is this it for me?),(Is this it for me♥?)
Erena,Erena,English_Steam,Erena.Core1-55,998,998,DIFF_SAME_SHEET,(What is this?!),(What is this♥?!)
Erena,Erena,English_Steam,Erena.Core1-58,1004,1004,DIFF_SAME_SHEET,(I hate this! I can't believe this is how I'm going to die...),(I hate this! I can't believe this is how I'm going to die♥...)
Erena,Erena,English_Steam,Erena.Core1-59,1006,1006,DIFF_SAME_SHEET,"With the movements and the digestive acid, Erena was sent further down the fiend's digestive system as she was being digested.","With the movements and the digestive acid, Elena was sent further down the fiend's digestive system as she was being digested."
Erena,Erena,English_Steam,Erena.Core1-61,1010,1010,DIFF_SAME_SHEET,Erena felt like she was losing herself.,Elena felt like she was losing herself.
Erena,Erena,English_Steam,Erena.Core1-63,1014,1014,DIFF_SAME_SHEET,Erena lost consciousness.,Elena lost consciousness.
Erena,Erena,English_Steam,Erena.Core2-1,1018,1018,DIFF_SAME_SHEET,A while after Erena was eaten by the fiend...,A while after Elena was eaten by the fiend...
Erena,Erena,English_Steam,Erena.Core2-8,1032,1032,DIFF_SAME_SHEET,Erena felt something bright.,Elena felt something bright.
Erena,Erena,English_Steam,Erena.Core2-13,1042,1042,DIFF_SAME_SHEET,(?!),(♥♥♥?!)
Erena,Erena,English_Steam,Erena.Core2-27,1070,1070,DIFF_SAME_SHEET,A pair of tong-like arms appeared and picked up Erena.,A pair of tong-like arms appeared and picked up Elena.
Erena,Erena,English_Steam,Erena.Core2-36,1088,1088,DIFF_SAME_SHEET,Erena tried to flex her muscles and exit the container.,Elena tried to flex her muscles and exit the container.
Erena,Erena,English_Steam,Erena.Core2-38,1092,1092,DIFF_SAME_SHEET,The lid was closed and Erena was shut inside the container.,The lid was closed and Elena was shut inside the container.
Erena,Erena,English_Steam,Erena.Core2-46,1108,1108,DIFF_SAME_SHEET,Erena's Holy Core was made into a sex sleeve for the soldiers...,Elena's Holy Core was made into a sex sleeve for the soldiers...
Kei,Kei,English_Steam,Kei.Fallen1-5,11,11,DIFF_SAME_SHEET,"""Aren't you going to re-educate me like you did with the other captured Holy Core Battlemaidens?""","""Aren't you going to brainwash me like you did with the other captured Holy Core Battlemaidens?"""
Kei,Kei,English_Steam,Kei.Fallen1-8,17,17,DIFF_SAME_SHEET,"""I do, you're going to humiliate me as much as possible and then re-educate me, right?""","""I do, you're going to humiliate me as much as possible and then brainwash me, right?"""
Kei,Kei,English_Steam,Kei.Fallen2-13,311,311,DIFF_SAME_SHEET,"""...Now, I'm going to squeeze my vagina very hard, so hurry up and ejaculate.""","""...Now, I'll going to squeeze my vagina very hard, so hurry up and ejaculate."""
Kei,Kei,English_Steam,Kei.Fallen2-45,375,375,DIFF_SAME_SHEET,"""Whoa, I can't hold it, I'm comoing!""","""Whoa, I can't hold it, I'm cumming!"""
Kei,Kei,English_Steam,Kei.Fallen3-8,495,495,DIFF_SAME_SHEET,"""Hehe, 'this bitch' is harsh. I'm now a modified soldier here, you know?""","""Hehe, 'this bitch' is harsh. I'm now a brainwashed and modified soldier here, you know?"""
Kei,Kei,English_Steam,Kei.Debauchery1-65,713,713,DIFF_SAME_SHEET,"""This piston moves in sync with viewer donations. Oh, someone's already donating.""","""This piston moves in sync with viewer donations. Oh, someone's already donating."
Kei,Kei,English_Steam,Kei.Debauchery2-33,849,849,DIFF_SAME_SHEET,"""Higu♥!? St-still only halfway!?""","""Wh♥!? What rule♥!?"""
Record,Record,English_Steam,Record.CloneTask-49,532,532,DIFF_SAME_SHEET,"""After the soldier pulsated several times, the remaining semen was unloaded.""","After the soldier pulsated several times, the remaining semen was unloaded."""
Record,Record,English_Steam,Record.Erenayuta-1,554,554,DIFF_SAME_SHEET,Some time passed after Erena and Nayuta fell into the Foundation's hands...,Some time passed after Elena and Nayuta fell into the Foundation's hands...
Record,Record,English_Steam,Record.Erenayuta-2,556,556,DIFF_SAME_SHEET,Erena and Nayuta were tied to the wall of a public restroom.,Elena and Nayuta were tied to the wall of a public restroom.
Record,Record,English_Steam,Record.Erenayuta-29,610,610,DIFF_SAME_SHEET,"Nayuta and Erena competed by tightening, encouraging ejaculations.","Nayuta and Elena competed by tightening, encouraging ejaculations."
