Key,Comment,Japanese,Japanese_Steam,Traditional Chinese_Steam,English,English_Steam,Korean_Steam,Simplified Chinese_Steam
,,,,,,,,
Nayuta.Debauchery1-30,戦闘員,(オラッ！、教えたとおりに言えッ！),(オラッ！、教えたとおりに言えッ！),（喂！照我教的說！）,(Ora! Say exactly what I taught you!),(Hey! Say it like we taught you!),"(자!, 가르쳐준 대로 말해!)",（喂！照我教的说！）
,,,,,,,,
Nayuta.Debauchery1-31,那由多,「私…八雲那由多はっ………これまで聖核戦姫として…皆様に多大なご迷惑をかけたことを……謝罪しますっ！」,「私…八雲那由多はっ………これまで聖核戦姫として…皆様に多大なご迷惑をかけたことを……謝罪しますっ！」,「我…八雲那由多…作為聖核戰姫…對各位造成了巨大的困擾…向各位道歉！」,I...Yakumo Nayuta ......... apologize ...... for the trouble I have caused you all as the Holy Core Battlemaiden! I apologize!,"""I... Nayuta Yakumo... apologize for all the trouble I've caused everyone... as a Holy Core Battlemaiden!""",「저… 야쿠모 나유타는……… 지금까지 성핵전희로서… 여러분께 막대한 폐를 끼친 것을…… 사죄합니다!」,「我…八云那由多…作为圣核战姫…对各位造成了巨大的困扰…向各位道歉！」
,,,,,,,,
Nayuta.Debauchery1-32,那由多,「幼稚な正義感で……皆様に多くの損害を与えてしまいました………」,「幼稚な正義感で……皆様に多くの損害を与えてしまいました………」,「因為幼稚的正義感…給各位造成了許多損失…」,"""We have caused a lot of damage to ...... everyone with our childish sense of justice. .........","""With my childish sense of justice... I caused much damage to everyone...""",「유치한 정의감으로…… 여러분께 많은 손해를 끼쳐드렸습니다………」,「因为幼稚的正义感…给各位造成了许多损失…」
,,,,,,,,
Nayuta.Debauchery1-33,那由多,「つきましては…皆様に…謝罪として………性奉仕をさせて頂けないでしょうか……っ！」,「つきましては…皆様に…謝罪として………性奉仕をさせて頂けないでしょうか……っ！」,「因此…作為賠罪…我願意為各位提供性服務…唔！」,"""As for... everyone... as an apology, may I ......... offer you a sexual service ......!""","""Therefore... as an apology to everyone... may I offer... sexual services...?""",「이에 따라… 여러분께… 사죄로서……… 성봉사를 드릴 수 없을까요……윽!」,「因此…作为赔罪…我愿意为各位提供性服务…唔！」
,,,,,,,,
Nayuta.Debauchery1-34,戦闘員,「という事です…では皆様、後はご自由になさってください」,「という事です…では皆様、後はご自由になさってください」,「就是這麼一回事…那麼各位，接下來請隨意。」,"So, gentlemen, you are free to do as you please.","""That's how it is... Everyone, please do as you wish.""","「라는 것입니다… 그럼 여러분, 이제부터는 자유롭게 해주십시오」",「就是这么一回事…那么各位，接下来请随意。」
,,,,,,,,
,暗転,,,,,,,
,Nayuta debauchery 1-2,,,,,,,
Nayuta.Debauchery1-35,那由多,(っ、屈辱ですっ…！いくらなんでもこんな趣味の悪いことをさせるなんてっ),(っ、屈辱ですっ…！いくらなんでもこんな趣味の悪いことをさせるなんてっ),（屈辱…！再怎麼說也不該做出這種惡趣味的事！）,(It's so humiliating...! I can't believe that you would make me do something so bad taste...),(This is humiliating...! Making me do something this tasteless!),"(윽, 굴욕입니다…! 아무리 그래도 이런 악취미스러운 짓을 시키다니!)",（唔，屈辱…！再怎么说也不该做出这种恶趣味的事！）
,,,,,,,,
Nayuta.Debauchery1-36,観客,「ははっ、しかし改めてみるとバカみたいな格好だな」,「ははっ、しかし改めてみるとバカみたいな格好だな」,「哈哈，不過仔細一看，這身打扮真是蠢得可以。」,"Haha, but then again, I look like an idiot.""","""Haha, looking at her again, what a ridiculous outfit.""","「하핫, 하지만 다시 보니 바보 같은 모습이군」",「哈哈，不过仔细一看，这身打扮真是蠢得可以。」
,,,,,,,,
Nayuta.Debauchery1-37,観客,「そうですな…ある意味ではよく似合っているとも言えますが」,「そうですな…ある意味ではよく似合っているとも言えますが」,「說得也是…從某種意義上來說，也很適合她。」,'Well... in some ways it suits you well.,"""Indeed... In a way, you could say it suits her well.""",「그렇군요… 어떤 의미에서는 잘 어울린다고도 할 수 있겠습니다만」,「说得也是…从某种意义上来说，也很适合她。」
,,,,,,,,
Nayuta.Debauchery1-38,那由多,「………っ、………ありがとう…ございます…っ」,「………っ、………ありがとう…ございます…っ」,「………………謝謝…你們…」,"""Thank you ........., thank you... for ............""","""...Thank... you...""","「………윽, ………감사…합니다…윽」",「………唔、………谢谢…你们…」
,,,,,,,,
Nayuta.Debauchery1-39,観客,「あ？、何反抗的なツラしてんだ？これから謝罪フェラするってんのに」,「あ？、何反抗的なツラしてんだ？これから謝罪フェラするってんのに」,「啊？妳這是在擺什麼不滿的臉？接下來妳要謝罪口交耶。」,"What? What's with the defiant look on your face? I'm about to give you an apology blowjob.""","""Huh? What's with that defiant look? You're supposed to be apologizing with a blowjob.""","「아?, 무슨 반항적인 표정이야? 이제부터 사죄 펠라할 건데」",「啊？你这是在摆什么不满的脸？接下来你要谢罪口交耶。」
,Nayuta debauchery 1-３,,,,,,,
Nayuta.Debauchery1-40,,そして観客は那由多の面前にチンポを差し出す,そして観客は那由多の面前にチンポを差し出す,接著觀眾將陰莖伸到那由多面前。,And the audience presents their dicks in front of Nayuta's face.,The spectator then shoved his cock in front of Nayuta.,그리고 관객은 나유타 면전에 자지를 내민다,接着观众将阴茎伸到那由多面前。
,,,,,,,,
Nayuta.Debauchery1-41,観客,「ああ、もちろん手を使うのは禁止だ。メスブタが手を使える道理はねえからな」,「ああ、もちろん手を使うのは禁止だ。メスブタが手を使える道理はねえからな」,「喔，當然禁止用手。母豬沒有使用手的道理。」,"""Oh, of course, you can't use your hands. Because there's no reason why a female pig should be able to use her hands.","""Oh, of course using your hands is forbidden. A sow has no right to use hands.""","「아아, 물론 손 쓰는 건 금지다. 암퇘지가 손을 쓸 리 없으니까」",「喔，当然禁止用手。母猪没有使用手的道理。」
,,,,,,,,
Nayuta.Debauchery1-42,那由多,「っ！、う゛うっ…心得ていますっ！」,「っ！、う゛うっ…心得ていますっ！」,「唔！嗚嗚…我知道！」,"I know what I'm talking about! I know what I'm doing!""","""Ugh... I understand!""","「윽!, 으옷 윽… 잘 알고 있습니다!」",「唔！呜呜…我知道！」
,,,,,,,,
Nayuta.Debauchery1-43,観客,「わかったんならとっととしゃぶれ！」,「わかったんならとっととしゃぶれ！」,「知道就趕快吸！」,"If you know what you're doing, then suck it off!""","""If you understand, then hurry up and suck on it!""",「알았으면 빨리 빨아!」,「知道就赶快吸！」
,,,,,,,,
Nayuta.Debauchery1-44,那由多,「っ、わ、わかりましたっ！」,「っ、わ、わかりましたっ！」,「…我、我知道了！」,I understand!,"""I-I understand!""","「윽, 아, 알겠습니다!」",「唔、我、我知道了！」
,Nayuta debauchery 1-4,,,,,,,
Nayuta.Debauchery1-45,,那由多は目の前に差し出されたチンポを慌てて口に含む,那由多は目の前に差し出されたチンポを慌てて口に含む,那由多慌忙將伸到面前的陰莖含進嘴裡。,Nayuta hurriedly takes the cock offered in front of her into her mouth.,Nayuta hurriedly took the cock into her mouth.,나유타는 눈앞에 내밀어진 자지를 황급히 입에 문다,那由多慌忙将伸到面前的阴茎含进嘴里。
,,,,,,,,
Nayuta.Debauchery1-46,那由多,「むごっ、むふーっ！」,「むごっ、むふーっ！」,「嗚咕、唔呼！」,"Mwah!""","""Mgo, mfuu!""","「읍, 으음-!」",「呜咕、唔呼！」
,,,,,,,,
Nayuta.Debauchery1-47,那由多,(これが男性のっ…っ、最悪っ！不快ですっ！),(これが男性のっ…っ、最悪っ！不快ですっ！),（這就是男性的陰莖…唔，最糟！不舒服！）,(This is a man's......oh my god.....this is the worst! It's disgusting!),(This is a man's... This is the worst! It's unpleasant!),"(이것이 남성의…윽, 최악! 불쾌합니다!)",（这就是男性的阴茎…唔，最糟！不舒服！）
,,,,,,,,
Nayuta.Debauchery1-48,観客,「おいブタッ、咥えて終わりじゃねえぞ！早くフェラして射精させろ！」,「おいブタッ、咥えて終わりじゃねえぞ！早くフェラして射精させろ！」,「喂母豬，光含著可不算結束！快點口交讓牠射精！」,"He said, ""Hey, pig, don't just suck me off and be done with it! Come on, suck me off and make me ejaculate!""","""Hey pig! It's not over just by holding it! Suck faster and make me come!""","「어이 돼지, 물고 끝이 아니야! 빨리 펠라해서 사정시켜!」",「喂母猪，含着可不算完！快点口交让牠射精！」
,Nayuta debauchery 1-5,,,,,,,
Nayuta.Debauchery1-49,那由多,「ん゛んっ♥、もうひわけごらいまへんっ♥！」,「ん゛んっ♥、もうひわけごらいまへんっ♥！」,「嗯嗯♥，我馬上就好♥！」,"""Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no!","""Mmh♥ I'm shorry♥!""","「응옷 응윽♥, 죄송합니닷♥!」",「嗯嗯♥、我马上就好♥！」
,,,,,,,,
Nayuta.Debauchery1-50,,そして那由多は口で男のチンポをしごいていく,そして那由多は口で男のチンポをしごいていく,接著那由多用嘴巴套弄著男人的陰莖。,And Nayuta squeezes the man's cock with her mouth.,Nayuta then began servicing the man's cock with her mouth.,그리고 나유타는 입으로 남자의 자지를 흔들어댄다,接着那由多用嘴巴套弄着男人的阴茎。
,Nayuta debauchery 1-4,,,,,,,
Nayuta.Debauchery1-51,那由多,ちゅぱっ♥、ちゅぱっ♥、ちゅぱっ♥,ちゅぱっ♥、ちゅぱっ♥、ちゅぱっ♥,啾啪♥、啾啪♥、啾啪♥,"Chubby, chubby, chubby, chubby, chubby, chubby.",Slurp♥ slurp♥ slurp♥,"츄팟♥, 츄팟♥, 츄팟♥",啾啪♥、啾啪♥、啾啪♥
,,,,,,,,
Nayuta.Debauchery1-52,那由多,(うぅ～～～っ、何故っ、私がこんなことをッ！),(うぅ～～～っ、何故っ、私がこんなことをッ！),（嗚嗚～～～為什麼，我會做這種事！）,"(Ughhhhhh, why am I doing this!)","(Uuuh, why do I have to do this!)","(으으~~~윽, 왜, 내가 이런 짓을!)",（呜呜～～～唔，为什么、我会做这种事！）
,,,,,,,,
Nayuta.Debauchery1-53,観客,「ああ？ふざけてんのか？」,「ああ？ふざけてんのか？」,「啊？妳在開玩笑嗎？」,"""Oh? Are you kidding me?""","""Huh? Are you messing around?""",「아아? 장난치는 거냐?」,「啊？你在开玩笑吗？」
,,,,,,,,
Nayuta.Debauchery1-54,観客,「てめえはチンポの事しか頭にないブタなんだよっ！もっとまじめにやれっ！」,「てめえはチンポの事しか頭にないブタなんだよっ！もっとまじめにやれっ！」,「妳這頭腦裡只剩下陰莖的母豬！給我認真點！」,"You're a pig who only thinks about his dick! You've got to be more serious!""","""You're just a pig who can only think about my cock! Do it more seriously!""",「네놈은 자지밖에 머리에 없는 돼지라고! 더 진지하게 해!」,「你这头脑里只剩下阴茎的母猪！给我认真点！」
,,,,,,,,
Nayuta.Debauchery1-55,那由多,「ん゛ん～～～っ！ん゛っ♥」,「ん゛ん～～～っ！ん゛っ♥」,「嗯嗯～～～唔！嗯♥」,"♥""♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥ ♥♥♥""","""Mmm! Mm♥""",「응옷 응~~~윽! 응옷 윽♥」,「嗯嗯～～～唔！嗯♥」
,Nayuta debauchery 1-5,,,,,,,
Nayuta.Debauchery1-56,那由多,(っ、私は最強の聖核戦姫…悔しいですが、これくらいの事ならっ！),(っ、私は最強の聖核戦姫…悔しいですが、これくらいの事ならっ！),（唔，我是最強的聖核戰姫…雖然不甘心，但這種程度的事我還做得到！）,"(I am the strongest Holy Core Battlemaiden...it's frustrating, but I can do this much!)","(I'm the strongest Holy Core Battlemaiden... It's frustrating, but if it's just this much!)","(윽, 나는 최강의 성핵전희… 분하지만, 이 정도 일이라면!)",（唔，我是最强的圣核战姫…虽然不甘心，但这种程度的事我还做得到！）
,,,,,,,,
Nayuta.Debauchery1-57,,那由多は自分の体力を生かし、頭を前後に激しく揺らしチンポに奉仕する,那由多は自分の体力を生かし、頭を前後に激しく揺らしチンポに奉仕する,那由多利用她的體力，激烈地前後搖晃頭部，服侍著陰莖。,"Nayuta uses her strength to serve the cock, rocking her head back and forth violently",Nayuta used her stamina to vigorously move her head back and forth in service.,"나유타는 자신의 체력을 살려, 머리를 앞뒤로 격렬하게 흔들며 자지에 봉사한다",那由多利用她的体力，激烈地前后摇晃头部，服侍着阴茎。
,,,,,,,,
Nayuta.Debauchery1-58,,ジュポッ、ジュポッ、ジュポッ、ジュポッ！,ジュポッ、ジュポッ、ジュポッ、ジュポッ！,啾波、啾波、啾波、啾波！,"Jup, jup, jup, jup, jup!","Slurp, slurp, slurp, slurp!","쥬폿, 쥬폿, 쥬폿, 쥬폿!",啾波、啾波、啾波、啾波！
,,,,,,,,
Nayuta.Debauchery1-59,観客,「……まあいい、とりあえず出してやるっ、オラ！」,「……まあいい、とりあえず出してやるっ、オラ！」,「……算了，先射出來吧，喂！」,"...... Well, I'll get it out of you anyway, Ora!""","""...Well fine, I'll finish. Here!""","「……뭐 됐어, 일단 싸주마, 자!」",「……算了，先让你射出来吧，喂！」
,Nayuta debauchery 1-6,,,,,,,
Nayuta.Debauchery1-60,,ドビュルルッ、ドプッ！,ドビュルルッ、ドプッ！,咚咻嚕、咚噗！,Doburrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr!,"Splurt, splash!","도뷰르르릇, 도풋!",咚咻噜、咚噗！
,,,,,,,,
Nayuta.Debauchery1-61,那由多,「ん゛っ♥、ん゛んっ♥、んっ♥♥！」,「ん゛っ♥、ん゛んっ♥、んっ♥♥！」,「嗯♥、嗯嗯♥、嗯♥♥！」,"""♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥!""","""Mm♥ Mmh♥ Mh♥♥!""","「응옷 윽♥, 응옷 응윽♥, 응윽♥♥!」",「嗯♥、嗯嗯♥、嗯♥♥！」
,,,,,,,,
Nayuta.Debauchery1-62,那由多,(これが性液の味っ♥、ぐっ♥、苦くてっ、不愉快ですっ！),(これが性液の味っ♥、ぐっ♥、苦くてっ、不愉快ですっ！),（這就是精液的味道♥，呃♥，好苦，很不舒服！）,"(This is the taste of sexual fluid ♥, gosh ♥, it's bitter and unpleasant!)",(This is the taste♥ Ugh♥ It's bitter and unpleasant!),"(이것이 정액의 맛♥, 크윽♥, 쓰고, 불쾌합니다!)",（这就是精液的味道♥，呃♥，好苦、很不舒服！）
,Nayuta debauchery 1-７,,,,,,,
Nayuta.Debauchery1-63,那由多,「はあっ♥、はあっ♥、んあっ♥」,「はあっ♥、はあっ♥、んあっ♥」,「哈♥、哈♥、嗯啊♥」,"""Ahh, ah, ah, ah, ah, ah, ah, ah.""","""Haa♥ Haa♥ Naa♥""","「하앗♥, 하앗♥, 응앗♥」",「哈♥、哈♥、嗯啊♥」
,,,,,,,,
Nayuta.Debauchery1-64,観客,「……まあいい、後がつかえてるからな、後でまたぶっかけてやる」,「……まあいい、後がつかえてるからな、後でまたぶっかけてやる」,「……算了，後面還有人在等，晚點再射給妳。」,"""...... Well, I'll just have to hold on to it, I'll spray you again later.""","""...Well fine, there are others waiting. I'll come back later.""","「……뭐 됐어, 뒤가 밀렸으니, 나중에 또 뿌려주지」",「……算了，后面还有人在等，晚点再射给你。」
,Nayuta debauchery 1-8,,,,,,,
Nayuta.Debauchery1-65,,そして那由多は別の男のチンポを口に挿入される,そして那由多は別の男のチンポを口に挿入される,接著那由多的嘴裡被塞進另一個男人的陰莖。,And Nayuta gets another man's cock inserted into her mouth.,Then another man shoved his cock in Nayuta's mouth.,그리고 나유타는 다른 남자의 자지를 입에 삽입당한다,接着那由多的嘴里被塞进另一个男人的阴茎。
,,,,,,,,
Nayuta.Debauchery1-66,那由多,「ごぶっ♥！？」,「ごぶっ♥！？」,「咕噗♥！？」,Gobble!,"""Ggggghhh♥!?""",「곱♥!?」,「咕噗♥！？」
,,,,,,,,
Nayuta.Debauchery1-67,観客,「では次は私が、全員が満足するまで頑張ってもらわなくては」,「では次は私が、全員が満足するまで頑張ってもらわなくては」,「那麼接下來輪到我了，妳必須努力到所有人都滿足才行。」,"Then I must be next and make sure everyone is satisfied.""","""I'm next. You'll have to work hard until everyone is satisfied.""","「그럼 다음은 내가, 전원이 만족할 때까지 힘내줘야지」",「那么接下来轮到我了，你必须努力到所有人都满足才行。」
,,,,,,,,
Nayuta.Debauchery1-68,那由多,「ん゛っ♥、ん゛んっ♥、んっ♥♥！？」,「ん゛っ♥、ん゛んっ♥、んっ♥♥！？」,「嗯♥、嗯嗯♥、嗯♥♥！？」,"""♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥!""","""Mm♥ Mmh♥ Mh♥♥!?""","「응옷 윽♥, 응옷 응윽♥, 응윽♥♥!?」",「嗯♥、嗯嗯♥、嗯♥♥！？」
,,,,,,,,
Nayuta.Debauchery1-69,那由多,(ここにいる全員の…こ…これをっ！？),(ここにいる全員の…こ…これをっ！？),（這裡所有人的…這、這個嗎！？）,(All of us here... here... here!),(Everyone here... I have to...!?),(여기에 있는 전원의… 거… 이것을!?),（这里所有人的…这、这个吗！？）
,,,,,,,,
Nayuta.Debauchery1-70,那由多,(くううっ……いえ、ここでくじけてはいけませんっ…最期まで精神に誇りをっ！),(くううっ……いえ、ここでくじけてはいけませんっ…最期まで精神に誇りをっ！),（嗚嗚嗚…不，不能在這裡氣餒…直到最後都要保有精神上的驕傲！）,"(Kuuuh ...... No, we must not falter here... Proud of our spirit until the end!)","(Kuuh... No, I can't break here... I must maintain my mental pride to the end!)","(크으윽…… 아니, 여기서 꺾여서는 안 됩니다… 마지막까지 정신에 긍지를!)",（呜呜呜…不，不能在这里气馁…直到最后都要保有精神上的骄傲！）
,,,,,,,,
Nayuta.Debauchery1-71,,そして那由多は次の男のチンポをしゃぶり始める,そして那由多は次の男のチンポをしゃぶり始める,接著那由多開始吸下一個男人的陰莖。,Then Nayuta starts sucking the next guy's dick.,Nayuta then began servicing the next man's cock.,그리고 나유타는 다음 남자의 자지를 빨기 시작한다,接着那由多开始吸下一个男人的阴茎。
,,,,,,,,
Nayuta.Debauchery1-72,那由多,(これも試練ですっ…、どんなに辱められようとも…絶対に負けませんッ♥！),(これも試練ですっ…、どんなに辱められようとも…絶対に負けませんッ♥！),（這也是一種試煉…無論遭受多大的羞辱…我絕對不會輸♥♥！）,(This is also an ordeal...no matter how much I am humiliated...I will never lose!),(This is also a trial... No matter how humiliated... I absolutely won't lose♥),(이것도 시련입니다… 아무리 치욕을 당하더라도… 절대로 지지 않습니다♥!),（这也是一种试炼…无论遭受多大的羞辱…我绝对不会输♥♥！）
,,,,,,,,
Nayuta.Debauchery1-73,,そして翌朝,そして翌朝,接著隔天早上,And the next morning,The next morning...,그리고 다음 날 아침,接着隔天早上
,Nayuta debauchery 1-9,,,,,,,
Nayuta.Debauchery1-74,那由多,「ゲプッ♥、………オ゛、オエッ♥」,「ゲプッ♥、………オ゛、オエッ♥」,「嗝♥………嘔、嘔♥」,"""Gep ♥, ......... ♥, oe ♥.""","""Burp♥ ...Ugh♥""","「켁♥, ………오옷 , 오엑♥」",「嗝♥、………呕、呕♥」
,,,,,,,,
Nayuta.Debauchery1-75,観客,「ふう、出した出した、ったくすげえザーメン臭だな」,「ふう、出した出した、ったくすげえザーメン臭だな」,「呼，射完了射完了，真是超濃的精液味。」,"""I've got it, I've got it, it smells like cum.","""Phew, finished. The smell is overwhelming.""","「후우, 쌌다 쌌어, 정말 굉장한 정액 냄새네」",「呼，射完了射完了，真是超浓的精液味。」
,,,,,,,,
Nayuta.Debauchery1-76,観客,「刀を使う聖核戦姫ですからね、チンポの扱いも上手いのでしょう」,「刀を使う聖核戦姫ですからね、チンポの扱いも上手いのでしょう」,「畢竟是使用刀的聖核戰姫，應付陰莖也很拿手吧。」,"She's a Holy Core Battlemaiden who uses a sword, so she must be good with dicks.""","""She's a Holy Core Battlemaiden who uses a sword, so she must be skilled at handling cocks.""","「칼을 쓰는 성핵전희니까요, 자지 다루는 것도 능숙하겠죠」",「毕竟是使用刀的圣核战姫，应付阴茎也很拿手吧。」
,,,,,,,,
Nayuta.Debauchery1-77,那由多,(う゛あっ♥、気持ち…悪いっ♥、さい…あくっ♥),(う゛あっ♥、気持ち…悪いっ♥、さい…あくっ♥),（嗚啊♥、好噁心…♥、最…糟了♥）,"(Oh, God, I feel...bad...♥, I feel...bad...♥, I feel...ah...ah...ah...ah...ah...ah...ah...)",(Uah♥ I feel... sick♥ This is... the worst♥),"(으옷 앗♥, 기분… 나빠♥, 최…악♥)",（呜啊♥、好恶心…♥、最…糟了♥）
,,,,,,,,
Nayuta.Debauchery1-78,観客,「おらブタ、最後に感謝の挨拶しろ」,「おらブタ、最後に感謝の挨拶しろ」,「喂母豬，最後說句感謝的問候語。」,"Hey, pig, say thank you at the end.","""Hey pig, give your thanks at the end.""","「자 돼지, 마지막으로 감사의 인사를 해라」",「喂母猪，最后说句感谢的问候语。」
,,,,,,,,
Nayuta.Debauchery1-79,那由多,「っ、…わ、わかりましたっ…♥」,「っ、…わ、わかりましたっ…♥」,「……我、我知道了……♥」,"I understand...♥""","""...I-I understand...♥""","「윽, …아, 알겠습니다…♥」",「啊……我、我知道了……♥」
,Nayuta debauchery 1-10,,,,,,,
Nayuta.Debauchery1-80,,那由多は性液まみれの体で再び土下座をする,那由多は性液まみれの体で再び土下座をする,那由多用沾滿精液的身體再次土下座。,Nayuta gets down on her knees again with her body covered in sexual fluids,"Nayuta bowed deeply again, covered in bodily fluids.",나유타는 정액 범벅인 몸으로 다시 엎드린다,那由多用沾满精液的身体再次土下座。
,,,,,,,,
Nayuta.Debauchery1-81,那由多,「本日は…那由多ブタで沢山射精していただき…ありがとうございましたっ♥」,「本日は…那由多ブタで沢山射精していただき…ありがとうございましたっ♥」,「今天…讓大家對那由多母豬射了這麼多精液…非常感謝♥」,Thank you very much for ejaculating so much with Nayuta Buta today.,"""Today... thank you for coming with Nayuta so much...♥""",「오늘은… 나유타 돼지로 잔뜩 사정해주셔서… 감사했습니다♥」,「今天…让大家对那由多母猪射了这么多精液…非常感谢♥」
,,,,,,,,
Nayuta.Debauchery1-82,那由多,「今後とも…財団と那由多をどうぞよろしくお願いしますっ♥」,「今後とも…財団と那由多をどうぞよろしくお願いしますっ♥」,「今後也請跟…財團和那由多…多多指教♥」,I look forward to your continued support for the Foundation and Nayuta.,"""Please continue to support... the Foundation and Nayuta♥""",「앞으로도… 재단과 나유타를 부디 잘 부탁드립니다♥」,「今后也请跟…财团和那由多…多多指教♥」
,,,,,,,,
Nayuta.Debauchery1-83,那由多,(っ、屈辱でしたが…やっと、終わりましたっ♥…これで少し休めますっ),(っ、屈辱でしたが…やっと、終わりましたっ♥…これで少し休めますっ),（雖然屈辱…但總算結束了♥…這樣可以休息一下了♥）,"(It was humiliating... but finally, it's over... now I can rest a little...)","(It was humiliating but... finally, it's over♥... Now I can rest a little.)","(윽, 굴욕이었지만… 겨우, 끝났습니다♥… 이걸로 조금 쉴 수 있습니다)",（唔，虽然屈辱…但总算结束了♥…这样可以休息一下了♥）
,,,,,,,,
Nayuta.Debauchery1-84,,その時、戦闘員が那由多のもとにやってくる,その時、戦闘員が那由多のもとにやってくる,這時，戰鬥員來到那由多身邊。,"At that time, a combatant comes to Nayuta","At that moment, a soldier approached Nayuta.","그때, 전투원이 나유타에게 다가온다",这时，战斗员来到那由多身边。
,,,,,,,,
Nayuta.Debauchery1-85,戦闘員,「やっと終わったか？じゃあとっととシャワー浴びて準備するぞ。次の場所だ」,「やっと終わったか？じゃあとっととシャワー浴びて準備するぞ。次の場所だ」,「終於結束啦？那趕快去沖個澡準備一下。要去下一個地方了。」,"You're finally done? Then let's shower and get ready. Next stop.""","""Finally done? Then hurry up and shower. We're going to the next location.""",「겨우 끝났나? 그럼 빨리 샤워하고 준비해라. 다음 장소다」,「终于结束啦？那赶快去冲个澡准备一下。要去下一个地方了。」
,,,,,,,,
Nayuta.Debauchery1-86,那由多,「なっ？、なんでっ！？」,「なっ？、なんでっ！？」,「什麼？為什麼！？」,What? Why?,"""What? Why!?""","「뭣?, 어째서!?」",「什么？、为什么！？」
,,,,,,,,
Nayuta.Debauchery1-87,戦闘員,「お前が迷惑かけたのがこれだけなわけがないだろ？これから毎日寝る間も惜しんでチンポ奉仕だ」,「お前が迷惑かけたのがこれだけなわけがないだろ？これから毎日寝る間も惜しんでチンポ奉仕だ」,「妳惹出的麻煩可不只這些吧？從現在開始每天都要爭分奪秒地服侍陰莖。」,"""This can't be all the trouble you've caused, can it? From now on, I'm going to spend every waking moment serving your dick.""","""You think this is all the trouble you've caused? From now on, you'll be serving cocks every day without rest.""",「네가 폐를 끼친 게 이것뿐일 리 없잖아? 이제부터 매일 잠잘 시간도 아껴서 자지 봉사다」,「你惹出的麻烦可不只这些吧？从现在开始每天都要争分夺秒地服侍阴茎。」
,,,,,,,,
Nayuta.Debauchery1-88,戦闘員,「わかったらとっとと準備しろ。しばらく休めると思うなよ？」,「わかったらとっとと準備しろ。しばらく休めると思うなよ？」,「聽懂了就趕快準備。別想著可以休息一下啊。」,"""Get ready to go. Don't think you can rest for a while?""","""If you understand, then hurry up and get ready. Don't think you'll get to rest for a while.""",「알았으면 빨리 준비해라. 잠시 쉴 수 있다고 생각하지 마라?」,「听懂了就赶快准备。别想着可以休息一下啊。」
,,,,,,,,
Nayuta.Debauchery1-89,那由多,「なっ、そんなっ…！待って、無理っ…！」,「なっ、そんなっ…！待って、無理っ…！」,「什麼？怎麼會…！等一下，不行…！」,"""No, no, no, no...! Wait, I can't...!","""No, that's...! Wait, I can't...!""","「뭣, 그런…! 기다려, 무리…!」",「什么、怎么会…！等一下，不行…！」
,,,,,,,,
Nayuta.Debauchery1-90,,その後、那由多はメスブタとして、世界中での壮絶な性奉仕の日々が続くのだった,その後、那由多はメスブタとして、世界中での壮絶な性奉仕の日々が続くのだった,在那之後，那由多作為母豬，持續著在世界各地慘烈的性服務的日子。,"After that, Nayuta was a female pig, and her days of spectacular sexual service around the world continued!","After that, Nayuta's days of intense service around the world continued.","그 후, 나유타는 암퇘지로서 전 세계 각지에서 처절한 성봉사의 나날을 이어가게 되었다",在那之后，那由多作为母猪，持续着在世界各地惨烈的性服务的日子。
Nayuta Debauchery Scene2,注釈,淫乱化シーン,淫乱化シーン,,淫乱化シーン,,음란화 이벤트,
Nayuta.Debauchery2-1,,那由多の性奉仕の日々がしばらく続いた後―――――,那由多の性奉仕の日々がしばらく続いた後―――――,那由多的性服務日子持續了一段時間後―――――,After a while of Nayuta's sexual services: ―――――,After Nayuta's days of service had continued for some time...,나유타의 성봉사의 나날이 잠시 계속된 후―――――,那由多的性服务日子持续了一段时间后―――――
,Nayuta debauchery 2ｰ1,,,,,,,
Nayuta.Debauchery2-2,那由多,「申し訳ありませんっ♥、メスブタ那由多、ただいま到着いたしましたっ♥」,「申し訳ありませんっ♥、メスブタ那由多、ただいま到着いたしましたっ♥」,「非常抱歉♥，母豬那由多到了♥」,"I'm sorry, Nayuta the pig, we've just arrived.","""I apologize♥ Nayuta the pig has just arrived♥""","「죄송합니다♥, 암퇘지 나유타, 방금 도착했습니다♥」",「非常抱歉♥，母猪那由多到了♥」
,,,,,,,,
Nayuta.Debauchery2-3,観客,「遅かったなぁ？何やってたんだ？」,「遅かったなぁ？何やってたんだ？」,「來得真晚啊？妳在搞什麼？」,"What took you so long? What were you doing?""","""You're late. What were you doing?""",「늦었잖아? 뭐 했어?」,「来得真晚啊？你在搞什么？」
,,,,,,,,
