Key,Comment,Japanese,Japanese_Steam,English,Traditional Chinese_Steam,Traditional Chinese,Simplified Chinese,English_Steam,Korean_Steam,Simplified Chinese_Steam
,,,,,,,,,,
Hisui.Fallen3-8,市民A,「せ、戦闘員……ッ！」,「せ、戦闘員……ッ！」,,「戰、戰鬥員……！」,「戰鬥員……！」,,"""S-Soldiers...!""","「저, 전투원……!」",「战、战斗员……！」
,,,,,,,,,,
Hisui.Fallen3-9,K46号,「キィーーーッ！抵抗しても無駄ですよ？あなた達も戦闘員になるのです！」,「キィーーーッ！抵抗しても無駄ですよ？あなた達も戦闘員になるのです！」,,「嘰ーーー！就算反抗也沒用喔？妳們也會變成戰鬥員的！」,「咦───！抵抗也是徒勞的喔？你們也會成為戰鬥員的！」,,"""KIII! Resistance is futile. You will become soldiers too!""",「키이ーーー잇! 저항해도 소용없어요? 당신들도 전투원이 되는 겁니다!」,「吱ーーー！就算反抗也没用喔？你们也会变成战斗员的！」
,,,,,,,,,,
Hisui.Fallen3-10,市民A,「そんな……せ、せめて妹だけは……！」,「そんな……せ、せめて妹だけは……！」,,「怎麼會……！至少、至少放過我妹妹……！」,「這樣……至、至少只有妹妹……！」,,"""No way... a-at least spare my sister...!""","「그런…… 저, 적어도 동생만은……!」",「怎么会……！至少、至少放过我妹妹……！」
,,,,,,,,,,
Hisui.Fallen3-11,K46号,「駄目ですッ！二人とも連れて行きますッ！」,「駄目ですッ！二人とも連れて行きますッ！」,,「不行！兩個都要帶走！」,「不行的！我會把你們兩個都帶走的！」,,"""No! I'm taking both of you!""",「안 됩니다! 두 사람 모두 데려가겠습니다!」,「不行！两个都要带走！」
,,,,,,,,,,
Hisui.Fallen3-12,市民A,「……ふざけないでっ！あんた達みたいな悪者なんて…いつか必ず………」,「……ふざけないでっ！あんた達みたいな悪者なんて…いつか必ず………」,,「……別開玩笑了！像你們這種壞蛋，總有一天一定會——！」,「……不要開玩笑！像你們這樣的壞人……總有一天一定會……」,,"""...Don't mess with us! Evil people like you... someday for sure...""",「……웃기지 마! 너희들 같은 악당 따위… 언젠가 반드시………」,「……别开玩笑了！像你们这种坏蛋，总有一天一定会——！」
,,,,,,,,,,
Hisui.Fallen3-13,K46号,「キィーーーーーッ！残念ながら聖核戦姫はもういませんっ！我々の邪魔をする者はいないのですっ！」,「キィーーーーーッ！残念ながら聖核戦姫はもういませんっ！我々の邪魔をする者はいないのですっ！」,,「嘰ーーーー！很遺憾，聖核戰姫已經不存在了！再也沒有人能妨礙我們了！」,「咦───！很遺憾，聖核戰姬已經不在了！沒有人能阻止我們了！」,,"""KIIIIII! Unfortunately, the Holy Core Battlemaidens are gone! There's no one left to stop us!""",「키이ーーーーー잇! 유감스럽게도 성핵전희는 이제 없습니다! 저희의 방해를 하는 자는 없는 겁니다!」,「吱ーーーー！很遗憾，圣核战姫已经不存在了！再也没有人能妨碍我们了！」
,,,,,,,,,,
Hisui.Fallen3-14,,「キィーーーッ！大人しく戦闘員になりなさいっ！」,「キィーーーッ！大人しく戦闘員になりなさいっ！」,,「嘰ーーー！乖乖變成戰鬥員吧！」,「咦───！乖乖成為戰鬥員吧！」,,"""KIII! You'll have no choice but to become soldiers!""",「키이ーーー잇! 얌전히 전투원이 되십시오!」,「吱ーーー！乖乖变成战斗员吧！」
,,,,,,,,,,
Hisui.Fallen3-15,,そしてK46号は二人を誘拐し、財団の施設へ連れ帰るのだった,そしてK46号は二人を誘拐し、財団の施設へ連れ帰るのだった,,於是，K46號綁走了兩人，將她們帶回財團的設施之中。,然後K46號將兩人綁架，帶回財團的設施。,,And so K46 kidnapped the two and brought them back to the Foundation's facility.,"그리고 K46호는 두 사람을 납치하여, 재단 시설로 데려가는 것이었다",于是，K46号绑走了两人，将她们带回财团的设施之中。
,,,,,,,,,,
,暗転,,,,,,,,,
,,,,,,,,,,
Hisui.Fallen3-16,Hisui story DLC 4-9,昼下がり、ビル群の影にて,昼下がり、ビル群の影にて,,午後——在高樓大廈的陰影下，,午後，身處高樓大廈的陰影中。,,"In the afternoon, under the shadows of the buildings","오후, 빌딩 숲 그늘에서",午后——在高楼大厦的阴影下，
,,,,,,,,,,
Hisui.Fallen3-17,,何人もの女戦闘員が市民を襲っていた,何人もの女戦闘員が市民を襲っていた,,數名女戰鬥員正在襲擊市民。,許多女戰鬥員正在襲擊市民。,,Multiple female soldiers were attacking citizens.,여러 명의 여성 전투원이 시민을 습격하고 있었다,数名女战斗员正在袭击市民。
,,,,,,,,,,
Hisui.Fallen3-18,市民C,「うわあっ！た、助けてくれ！」,「うわあっ！た、助けてくれ！」,,「嗚哇啊！誰、誰來救救我啊！」,「哇啊！幫、救救我！」,,"""Uwaaah! H-help me!""","「우왓! 도, 도와줘!」",「呜哇啊！谁、谁来救救我啊！」
,,,,,,,,,,
Hisui.Fallen3-19,K46号,「キィーーーーーーッ！！捕まえました！」,「キィーーーーーーッ！！捕まえました！」,,「嘰ーーーーーー！！抓到了！」,「咦───！！抓到你了！」,,"""KIIIIII!! Caught you!""",「키이ーーーーーー잇!! 잡았습니다!」,「吱ーーーーーー！！抓到了！」
,,,,,,,,,,
Hisui.Fallen3-20,市民C,「く、くそっ、こんな変態女に捕まるとは…っ」,「く、くそっ、こんな変態女に捕まるとは…っ」,,「可、可惡……竟然被這種變態女人抓住……！」,「可、可惡，竟然被這種變態女人抓住了…」,,"""D-damn, to be caught by this perverted woman...""","「크, 젠장, 이런 변태 여자에게 잡히다니…윽」",「可、可恶……竟然被这种变态女人抓住……！」
,,,,,,,,,,
Hisui.Fallen3-21,K46号,「キキッ、あなたもフォーレン財団の戦闘員になるのですッ！」,「キキッ、あなたもフォーレン財団の戦闘員になるのですッ！」,,「嘻嘻，你也要成為墮落財團的戰鬥員喔！」,「基基，你也要成為福倫財團的戰鬥員！」,,"""Kiki, you too will become a Forren Foundation soldier!""","「키킷, 당신도 폴른 재단 전투원이 되는 겁니다!」",「嘻嘻，你也要成为堕落财团的战斗员喔！」
,,,,,,,,,,
Hisui.Fallen3-22,市民C,「い、いやだっ！こんな変な仮面被ったバカみたいな連中の仲間になどなるものかっ！」,「い、いやだっ！こんな変な仮面被ったバカみたいな連中の仲間になどなるものかっ！」,,「不、不可能！我才不要加入這些戴著奇怪面具的蠢貨！」,「不、不要！我才不要成為這種戴著奇怪面具的蠢蛋們的夥伴！」,,"""N-no way! I won't become one of these idiots wearing weird masks!""","「시, 싫어! 이런 이상한 가면 쓴 바보 같은 녀석들의 동료 따위 될까 보냐!」",「不、不可能！我才不要加入这些戴着奇怪面具的蠢货！」
,,,,,,,,,,
Hisui.Fallen3-23,K46号,「キィーーーッ！聞き捨てなりませんねっ！」,「キィーーーッ！聞き捨てなりませんねっ！」,,「嘰ーーー！這話可不能當作沒聽到呢！」,「咦──！這種話我可聽不下去！」,,"""KIII! I can't let that slide!""",「키이ーーー잇! 그냥 넘어갈 수 없군요!」,「吱ーーー！这话可不能当作没听到呢！」
,,,,,,,,,,
Hisui.Fallen3-24,Hisui story DLC 4-10,ズプッ！！,ズプッ！！,,啵滋——！！,「啪唧！！」,,Thrust!!,즈풋!!,啵滋——！！
,,,,,,,,,,
Hisui.Fallen3-25,K46号,「ふうっ♥、なかなか良いペニスを持ってますねっ♥戦闘員になる資格は十分ですっ！」,「ふうっ♥、なかなか良いペニスを持ってますねっ♥戦闘員になる資格は十分ですっ！」,,「呼♥，你擁有挺不錯的陰莖呢♥有充分成為戰鬥員的資格哦！」,「呼呼♥，你擁有相當不錯的陽具♥，完全有資格成為戰鬥員！」,,"""Fuu♥ you have quite a nice penis♥ You're more than qualified to become a soldier!""","「후웃♥, 제법 좋은 페니스를 가지고 있군요♥ 전투원이 될 자격은 충분합니다!」",「呼♥，你拥有挺不错的阴茎呢♥有充分成为战斗员的资格哦！」
,,,,,,,,,,
Hisui.Fallen3-26,市民C,「や、やめろっ…私には妻と娘が……っ！」,「や、やめろっ…私には妻と娘が……っ！」,,「快住、住手…我有老婆和女兒…！」,「啊、停下……我有妻子……！」,,"""S-stop... I have a wife and daughter...!""","「그, 그만둬… 나에게는 아내와 딸이……윽!」",「快住、住手…我有老婆和女儿…！」
,,,,,,,,,,
Hisui.Fallen3-27,K46号,「キィーーーッ！戦闘員に泣き落としは通用しませんよっ…♥」,「キィーーーッ！戦闘員に泣き落としは通用しませんよっ…♥」,,「嘰──────！對戰鬥員哭訴是沒用的哦…♥」,「咦──！對戰鬥員的哭泣攻勢是不起作用的喔…♥」,,"""KIII! Sob stories don't work on soldiers...♥""",「키이ーーー잇! 전투원에게 눈물 호소는 통하지 않아요…♥」,「吱──────！对战斗员哭诉是没用的哦…♥」
,,,,,,,,,,
Hisui.Fallen3-28,Hisui story DLC 4-11,パチュッ♥、パチュッ♥,パチュッ♥、パチュッ♥,,啪啾♥、啪啾♥,「啪唧♥，啪唧♥」,,Slap♥ Slap♥,"파츗♥, 파츗♥",啪啾♥、啪啾♥
,,,,,,,,,,
Hisui.Fallen3-29,,「キキッ♥、どうですか？戦闘員になれば新しい女の子とやり放題ですよ？」,「キキッ♥、どうですか？戦闘員になれば新しい女の子とやり放題ですよ？」,,「嘻嘻♥，怎麼樣？成為戰鬥員的話就能隨便和新的女孩做愛哦？」,「咦咦♥，怎麼樣？成為戰鬥員就可以盡情與新的女孩子做任何事情了喔？」,,"""Kiki♥ how about it?! If you become a soldier, you can fuck all the new girls you want!""","「키킷♥, 어떻습니까? 전투원이 되면 새로운 여성들과 마음껏 할 수 있다고요?」",「嘻嘻♥，怎么样？成为战斗员的话就能随便和新的女孩做爱哦？」
,,,,,,,,,,
Hisui.Fallen3-30,市民C,「うっ…しかしっ……！」,「うっ…しかしっ……！」,,「嗚…但是……！」,「唔…但是……！」,,"""Ugh... but...!""",「윽… 하지만……!」,「呜…但是……！」
,,,,,,,,,,
Hisui.Fallen3-31,K46号,「強情ですね…っ！キィーーーッ！」,「強情ですね…っ！キィーーーッ！」,,「真頑固呢…！嘰──────！」,「固執呢…！咦──！」,,"""So stubborn...! KIII!""",「완고하시군요…윽! 키이ーーー잇!」,「真顽固呢…！吱──────！」
,,,,,,,,,,
Hisui.Fallen3-32,,パチュッ♥、パチュッ♥、パチュッ♥,パチュッ♥、パチュッ♥、パチュッ♥,,啪啾♥、啪啾♥、啪啾♥,「啪唧♥，啪唧♥，啪唧♥」,,Slap♥ Slap♥ Slap♥,"파츗♥, 파츗♥, 파츗♥",啪啾♥、啪啾♥、啪啾♥
,,,,,,,,,,
Hisui.Fallen3-33,K46号,「キィーーーッ！ほらっ、出せっ、出せっ♥！」,「キィーーーッ！ほらっ、出せっ、出せっ♥！」,,「嘰──────！來，射吧、射吧♥！」,「咦──！快點，拿出來，拿出來♥！」,,"""KIII! Come on, come, come!""","「키이ーーー잇! 자! 싸요, 싸♥!」",「吱──────！来，射吧、射吧♥！」
,,,,,,,,,,
Hisui.Fallen3-34,市民C,「ぐっ、くそっ…誰か助けてくれっ……！」,「ぐっ、くそっ…誰か助けてくれっ……！」,,「咕、該死…誰來救救我…！」,「咕、可惡…誰來幫幫我啊……！」,,"""Guh, damn... someone help me...!""","「크윽, 젠장… 누가 도와줘……!」",「咕、该死…谁来救救我…！」
,,,,,,,,,,
Hisui.Fallen3-35,K46号,「キキッ、残念でした～♥聖核戦姫は皆“私達に”負けちゃったのでっ…誰も助けには来ませんよ？」,「キキッ、残念でした～♥聖核戦姫は皆“私達に”負けちゃったのでっ…誰も助けには来ませんよ？」,,「嘻嘻，太可惜了～♥聖核戰姬全都被“我們”打敗了…沒人會來救你哦？」,「咦咦，可惜了～♥ 聖核戰姬們都被我們打敗了呢…沒人會來救你們的哦？」,,"""Kiki, too bad♥ The Holy Core Battlemaidens were all defeated by ""us""... so no one's coming to help!""","「키킷, 유감이었네요~♥ 성핵전희는 모두 “우리에게” 져버렸으니까… 아무도 도와주러 오지 않아요?」",「嘻嘻，太可惜了～♥圣核战姬全都被“我们”打败了…没人会来救你哦？」
,,,,,,,,,,
Hisui.Fallen3-36,,「諦めて、さっさと射精しなさいっ！」,「諦めて、さっさと射精しなさいっ！」,,「放棄吧，給我快點射精！」,「放棄吧，趕快射精吧！」,,"""Give up and ejaculate already!""","「포기하고, 빨리 사정하십시오!」",「放弃吧，给我快点射精！」
,,,,,,,,,,
Hisui.Fallen3-37,,パチュッ♥、パチュッ♥、パチュッ♥,パチュッ♥、パチュッ♥、パチュッ♥,,啪啾♥、啪啾♥、啪啾♥,「啪唧♥，啪唧♥，啪唧♥」,,Slap♥ Slap♥ Slap♥,"파츗♥, 파츗♥, 파츗♥",啪啾♥、啪啾♥、啪啾♥
,,,,,,,,,,
Hisui.Fallen3-38,市民C,「ぐうっ…で、でるっ……！！」,「ぐうっ…で、でるっ……！！」,,「咕…要、射了……！！」,「咕…出、出來了……！！」,,"""Guuh... I-I'm coming...!!""","「크으윽… 싸, 싼다……!!」",「咕…要、射了……！！」
,,,,,,,,,,
Hisui.Fallen3-39,Hisui story DLC 4-12,ドクッ…ビュルルッ！,ドクッ…ビュルルッ！,,咚噗…嗶嚕嚕！,咕…嗡嗡！,,Throb... Spurt!,도큣… 뷰르르릇!,咚噗…哔噜噜！
,,,,,,,,,,
Hisui.Fallen3-40,K46号,「キィーーッ！出しちゃいましたねっ♥これであなたも戦闘員の仲間入りですっ♥」,「キィーーッ！出しちゃいましたねっ♥これであなたも戦闘員の仲間入りですっ♥」,,「嘰────！射出來了呢♥這樣一來你就是戰鬥員的一員了♥」,「咦咦ー！你也出來了呢♥ 這樣你也成為戰鬥員的一員了呢♥」,,"""KIII! You came♥ Now you're one of us soldiers♥""",「키이--잇! 싸버렸네요♥ 이걸로 당신도 전투원 동료입니다♥」,「吱────！射出来了呢♥这样一来你就是战斗员的一员了♥」
,,,,,,,,,,
Hisui.Fallen3-41,,「キィーーッ！あなたも財団の為に身を捧げるのですっ！」,「キィーーッ！あなたも財団の為に身を捧げるのですっ！」,,「嘰────！你也要為財團奉獻身心！」,「咦咦ー！你也要為財團奉獻自己的身心！」,,"""KIII! You too will dedicate yourself to the Foundation!""",「키이--잇! 당신도 재단을 위해 몸을 바치는 겁니다!」,「吱────！你也要为财团奉献身心！」
,,,,,,,,,,
Hisui.Fallen3-42,,その時、別の女戦闘員が現れる,その時、別の女戦闘員が現れる,,這時，另一名女戰鬥員出現。,在那時，另一名女戰鬥員出現了。,,"At that moment, another female soldier appeared.","그때, 다른 여성 전투원이 나타난다",那时，另一名女战斗员出现。
,,,,,,,,,,
Hisui.Fallen3-43,K47号,「キィーーッ！K46号、この先の地下鉄にメス共が大量に隠れているのが発見されました。増援の要請です。」,「キィーーッ！K46号、この先の地下鉄にメス共が大量に隠れているのが発見されました。増援の要請です。」,,「嘰────！K46號，前方的地鐵裡發現大量雌性躲藏。請求增援。」,「咦咦ー！K46號，發現大量雌性在地下鐵站的前方隱匿。請求增援。」,,"""KIII! K46, a large group of females has been discovered hiding in the subway ahead. Requesting reinforcements.""","「키이--잇! K46호, 이 앞 지하철에 암컷들이 대량으로 숨어 있는 것이 발견되었습니다. 증원 요청입니다.」",「吱────！K46号，前方的地铁里发现大量雌性躲藏。请求增援。」
,,,,,,,,,,
Hisui.Fallen3-44,K46号,「キィーーッ！了解しました！直ちに捕獲に向かいます！」,「キィーーッ！了解しました！直ちに捕獲に向かいます！」,,「嘰────！了解！立刻前往捕獲！」,「咦咦ー！明白了！我們立刻前往捕獲！」,,"""KIII! Understood! Proceeding to capture immediately!""",「키이--잇! 알겠습니다! 즉시 포획하러 가겠습니다!」,「吱────！了解！立刻前往捕获！」
,,,,,,,,,,
Hisui.Fallen3-45,K46号&K47号,「「キィーーーーーーッ！財団の為にッ！」」,「「キィーーーーーーッ！財団の為にッ！」」,,「「嘰────────！為了財團！」」,「「咦咦咦咦咦咦ー！為了財團！」」,,"""KIIIIII! For the Foundation!""",「「키이ーーーーーー잇! 재단을 위해!」」,「「吱────────！为了财团！」」
,,,,,,,,,,
Hisui.Fallen3-46,,そしてその後、K46号と戦闘員達によって地下鉄は制圧されるのだった,そしてその後、K46号と戦闘員達によって地下鉄は制圧されるのだった,,之後，K46號和戰鬥員們一起制壓了地鐵站。,然後，K46號和戰鬥員們成功控制了地下鐵站。,,"And afterwards, K46 and the soldiers successfully suppressed the subway.","그리고 그 후, K46호와 전투원들에 의해 지하철은 제압되었다",之后，K46号和战斗员们一起制压了地铁站。
,暗転,,,,,,,,,
,,,,,,,,,,
Hisui.Fallen3-47,,――――アジトにて,――――アジトにて,,———在基地中,――――在根據地裡。,,At the hideout,――――아지트에서,———在基地中
,,,,,,,,,,
Hisui.Fallen3-48,K46号,(ふうっ……今日も沢山の市民を捕獲しました…),(ふうっ……今日も沢山の市民を捕獲しました…),,（呼……今天也抓到了不少市民……）,(呼……今天又捕獲了許多市民…),,(Phew... I captured many citizens today too...),(후웃…… 오늘도 많은 시민을 포획했습니다…),（呼……今天也抓到了不少市民……）
,,,,,,,,,,
Hisui.Fallen3-49,,(しかし……もっと財団の為に働かなくては…身も心も下級戦闘員として捧げなくては…),(しかし……もっと財団の為に働かなくては…身も心も下級戦闘員として捧げなくては…),,（但是……我還得為財團做得更多……必須將身心完全奉獻給下級戰鬥員的使命……）,然而……我必須更努力為了財團…不僅是身體，心靈也必須奉獻為下級戰鬥員…,,(However... I must work even harder for the Foundation... I must dedicate my body and soul as a junior soldier...),(하지만…… 더욱 재단을 위해 일해야… 몸도 마음도 하급 전투원으로서 바쳐야…),（但是……我还得为财团做得更多……必须将身心完全奉献给下级战斗员的使命……）
,,,,,,,,,,
Hisui.Fallen3-50,,(………………あれ？),(………………あれ？),,（………………咦？）,(………………咦？),,(...Huh?!),(………………어라?),（………………咦？）
,,,,,,,,,,
Hisui.Fallen3-51,,(――――“私”………なんで………？),(――――『私』………なんで………？),,（――――「我」……為什麼……？）,(――――“我”……為什麼……？),,"(""I""... why...?!)",(――――“나”……… 왜………?),（――――「我」……为什么……？）
,,,,,,,,,,
Hisui.Fallen3-52,,(……………何か……大事なことを忘れているよな……？),(……………何か……大事なことを忘れているよな……？),,（…………總覺得……忘了什麼重要的事情……？）,(……………有什麼……重要的事情被忘記了吧……？),,(Something... I'm forgetting something important...?!),(…………… 뭔가…… 중요한 것을 잊고 있는 것 같은데……?),（…………总觉得……忘了什么重要的事情……？）
,,,,,,,,,,
Hisui.Fallen3-53,,(……任務以外で……大事な事……？),(……任務以外で……大事な事……？),,（……任務以外的……重要的事……？）,(……除了任務之外……重要的事情……？),,(Something important... besides missions...?!),(……임무 외에…… 중요한 것……?),（……任务以外的……重要的事……？）
,,,,,,,,,,
Hisui.Fallen3-54,,(……駄目です……戦闘員には余計な思考は禁止されているのですから！),(……駄目です……戦闘員には余計な思考は禁止されているのですから！),,（……不行……戰鬥員是不被允許有多餘思考的！）,(……不行……戰鬥員是禁止有多餘思考的！),,(No... Soldiers are prohibited to have unnecessary thoughts!),(…… 안 됩니다…… 전투원에게는 쓸데없는 사고는 금지되어 있으니까요!),（……不行……战斗员是不被允许有多馀思考的！）
,,,,,,,,,,
Hisui.Fallen3-55,,(……でも………やっぱり何かが引っかかる気が…………),(……でも………やっぱり何かが引っかかる気が…………),,（……可是……總覺得心裡有什麼東西在卡著…………）,(……但是………還是感覺有什麼不對勁…………),,(But... I still feel like something's bothering me...),(……하지만……… 역시 뭔가가 걸리는 기분이…………),（……可是……总觉得心里有什么东西在卡着…………）
,,,,,,,,,,
Hisui.Fallen3-56,072号,「下級戦闘員、本日の任務ご苦労でした。」,「下級戦闘員、本日の任務ご苦労でした。」,,「下級戰鬥員，今天的任務辛苦了。」,「下級戰鬥員，今天的任務辛苦了。」,,"""Junior soldiers, good work on today's mission.""","「하급 전투원, 오늘 임무 수고했습니다.」",「下级战斗员，今天的任务辛苦了。」
,,,,,,,,,,
Hisui.Fallen3-57,下級戦闘員&K46号,「「「「「「キィーーーーーーッ！」」」」」」,「「「「「「キィーーーーーーッ！」」」」」」,,「「「「「「嘰──────！」」」」」」,「「「「「「咿——！」」」」」」,,"""KIIIIII!""",「「「「「「키이ーーーーーー잇!」」」」」」,「「「「「「吱ーーーーーー！」」」」」」
,,,,,,,,,,
Hisui.Fallen3-58,,「さて、任務が終わった所で疲れているでしょうが…」,「さて、任務が終わった所で疲れているでしょうが…」,,「那麼，雖然妳們剛完成任務應該很疲憊……」,「好了，任務結束後應該有些疲累吧…」,,"""Now, you must be tired after completing your mission, but...""","「자, 임무가 끝난 곳에서 피곤하겠지만…」",「那么，虽然你们刚完成任务应该很疲惫……」
,,,,,,,,,,
Hisui.Fallen3-59,072号,「……これからあなた達の定期メンテナンスを行います。私に付いてくるように。」,「……これからあなた達の定期メンテナンスを行います。私に付いてくるように。」,,「……接下來要為妳們進行定期維護。請跟我來。」,「……現在要進行你們的定期維護。請跟著我。」,,"""We will now perform your regular maintenance. Follow me.""",「……이제부터 당신들의 정기 유지 보수를 실시합니다. 저를 따라오도록.」,「……接下来要为你们进行定期维护。请跟我来。」
,,,,,,,,,,
,暗転,,,,,,,,,
,Hisui story DLC 2-6,,,,,,,,,
Hisui.Fallen3-60,,(……また……この洗脳装置……),(……また……この教育装置……),,（……又是這個教育裝置……）,(……再次……這個洗腦裝置……),,(...Again... this re-educating device...),(……또…… 이 세뇌 장치……),（……又是这个教育装置……）
,,,,,,,,,,
Hisui.Fallen3-61,,(…………前ここに繋がれた時は………私……なにしてたっけ……),(…………前ここに繋がれた時は………私……なにしてたっけ……),,（…………上次被帶到這裡的時候……我……在做什麼來著……）,(……之前被綁在這裡的時候……我……在做什麼來著……),,(When I was connected here before... What was I doing...?!),(…………전에 여기에 연결되었을 때는……… 나…… 뭐 했더라……),（…………上次被带到这里的时候……我……在做什么来着……）
,,,,,,,,,,
Hisui.Fallen3-62,,(あれ……そのもっと前は………？),(あれ……そのもっと前は………？),,（咦……再往前一點的記憶……是什麼……？）,(那個……再往前是……？),,(Huh... and before that...?!),(어라…… 그 더 이전에는………?),（咦……再往前一点的记忆……是什么……？）
,,,,,,,,,,
Hisui.Fallen3-63,,【メンテナンスシステム起動。対象戦闘員の再調整を実施します】,【メンテナンスシステム起動。対象戦闘員の再調整を実施します】,,【維護系統啟動。開始對目標戰鬥員進行再調整】,【啟動維護系統。進行對象戰鬥員的再調整】,,[Maintenance system activated. Commencing soldier readjustment.],【유지 보수 시스템 기동. 대상 전투원의 재조정을 실시합니다】,【维护系统启动。开始对目标战斗员进行再调整】
,,,,,,,,,,
Hisui.Fallen3-64,,バチバチバチッ！！,バチバチバチッ！！,,啪──滋滋滋！！,嘭嘭嘭！！,,Zap zap zap!!,바치바치바칫!!,啪──滋滋滋！！
,,,,,,,,,,
Hisui.Fallen3-65,K46号,「キィッ！？お゛おっ♥おおおっ～～♥♥！？」,「キィッ！？お゛おっ♥おおおっ～～♥♥！？」,,「嘰！？噢哦♥哦哦～～♥♥！？」,「啊！？喔♥喔喔～～♥♥！？」,,"""Kii?! Oghoh♥ ohhhhh♥♥?!""",「키잇!? 오옷 오옷♥ 오오오옷~~~~♥♥!?」,「吱！？噢哦♥哦哦～～♥♥！？」
,,,,,,,,,,
Hisui.Fallen3-66,,(あっ♥……これっ……また……♥),(あっ♥……これっ……また……♥),,（啊……♥ 這個感覺……又來了……♥）,(啊♥……這個……又……♥),,(Ah♥... this... again...♥),(앗♥…… 이거…… 또……♥),（啊……♥ 这个感觉……又来了……♥）
,,,,,,,,,,
Hisui.Fallen3-67,,(頭の中っ……ふわふわして……何も……考えられなくなって……♥),(頭の中っ……ふわふわして……何も……考えられなくなって……♥),,（腦袋裡……一片飄忽……什麼都……想不了了……♥）,(腦袋裡……感覺飄飄然的……什麼都……想不起來了……♥),,(Inside my head... getting fuzzy... can't... think of anything...♥),(머릿속…… 푹신푹신해서…… 아무것도…… 생각할 수 없게 돼서……♥),（脑袋里……一片飘忽……什么都……想不了了……♥）
,,,,,,,,,,
Hisui.Fallen3-68,,そしてK46号に芽生えた違和感は洗脳と共に全て消え去る,そしてK46号に芽生えた違和感は教育と共に全て消え去る,,隨著教育的深入，K46號心中萌生的違和感也完全消失。,而在K46號上萌生的不適感將隨著洗腦一起完全消失。,,And so the sense of unease that had sprouted in K46 was completely erased along with the re-educating.,그리고 K46호에게 싹튼 위화감은 세뇌와 함께 모두 사라진다,随着教育的深入，K46号心中萌生的违和感也完全消失。
,,,,,,,,,,
Hisui.Fallen3-69,,(……キィーーーーッ！！それでいいんです♥、そう！私は……戦闘員なのだから！),(……キィーーーーッ！！それでいいんです♥、そう！私は……戦闘員なのだから！),,（……嘰ーーーー！！這樣就對了♥ 沒錯！因為我是……戰鬥員！）,(……喔～～～！！這樣就好♥，對！我是……戰鬥員嘛！),,(...KIIIIII!! That's right♥ Yes! Because I am... a soldier!),"(……키이ーーーー잇!! 그걸로 됐어요♥, 그래! 나는…… 전투원이니까!)",（……吱ーーーー！！这样就对了♥ 没错！因为我是……战斗员！）
,,,,,,,,,,
Hisui.Fallen3-70,,(私の役割は……下級戦闘員K46号として財団に尽くす事……♥),(私の役割は……下級戦闘員K46号として財団に尽くす事……♥),,（我的使命……就是作為下級戰鬥員K46號，全心全意為財團效命……♥）,(我的角色是……作為下級戰鬥員K46號為財團服務……♥),,(My role is... to serve the Foundation as junior soldier K46...♥),(나의 역할은…… 하급 전투원 K46호로서 재단에 힘쓰는 것……♥),（我的使命……就是作为下级战斗员K46号，全心全意为财团效命……♥）
,,,,,,,,,,
Hisui.Fallen3-71,,(キィーーーーーーッ！財団に栄光をッ！),(キィーーーーーーッ！財団に栄光をッ！),,（嘰ーーーーーー！為財團獻上榮光！）,(喔～～～～～～！！為財團帶來榮耀吧！),,(KIIIIII! Glory to the Foundation!),(키이ーーーーーー잇! 재단에 영광을!),（吱ーーーーーー！为财团献上荣光！）
,,,,,,,,,,
Hisui.Fallen3-72,,(私は……下級戦闘員K46号っ……♥),(私は……下級戦闘員K46号っ……♥),,（我是……下級戰鬥員K46號……♥）,(我是……下級戰鬥員K46號……♥),,(I am... junior soldier K46...♥),(나는…… 하급 전투원 K46호……♥),（我是……下级战斗员K46号……♥）
,,,,,,,,,,
Hisui.Fallen3-73,,(キィーーーーーーッ！),(キィーーーーーーッ！),,（嘰ーーーーーー！）,(喔～～～～～～！！),,(KIIIIII!),(키이ーーーーーー잇!),（吱ーーーーーー！）
,,,,,,,,,,
Hisui.Fallen3-74,,(キィーーーーーーッ！),(キィーーーーーーッ！),,（嘰ーーーーーー！）,(喔～～～～～～！！),,(KIIIIII!),(키이ーーーーーー잇!),（吱ーーーーーー！）
,,,,,,,,,,
Hisui.Fallen3-75,,(キィーーーーーーッ！),(キィーーーーーーッ！),,（嘰ーーーーーー！）,喔～～～～～～！！,,(KIIIIII!),(키이ーーーーーー잇!),（吱ーーーーーー！）
,,,,,,,,,,
Hisui.Fallen3-76,,(キィーーーーーーッ！),(キィーーーーーーッ！),,（嘰ーーーーーー！）,喔～～～～～～！！,,(KIIIIII!),(키이ーーーーーー잇!),（吱ーーーーーー！）
,,,,,,,,,,
