Key,Comment,Japanese,Traditional Chinese,Simplified Chinese,Japanese_Steam,Traditional Chinese_Steam,English_Steam,Korean_Steam,Simplified Chinese_Steam
,,,,,,,,,
,,,,,,,,,
DLC1-3,,,,,,,,,
,,,,,,,,,
Dialog.DLC1-3-1,,ヒスイが潜入してから1か月ほど-―――ヒスイは訓練施設の模範下級戦闘員となっていた,自翡翠潛入後已經過了大約一個月——翡翠成為了訓練設施的模範下級戰鬥員。,,ヒスイが潜入してから1か月ほど-―――ヒスイは訓練施設の模範下級戦闘員となっていた,翡翠潛入之後又過了一個月左右──此時她已經成為訓練設施裡的模範下級戰鬥員。,"About a month after Hisui's infiltration, she had become a model junior soldier at the training facility.",히스이가 잠입한 지 1개월 정도-―――히스이는 훈련 시설의 모범 하급 전투원이 되어 있었다,翡翠潜入之后又过了一个月左右──此时她已经成为训练设施里的模范下级战斗员。
,,,,,,,,,
Dialog.DLC1-3-2,H46号,「…聞こえてますかダイヤさん！こちら下級戦闘員H46……じゃなくて…！」,「...聽得見嗎，黛雅小姐！這裡是下級戰鬥員H46......不對...！」,,「…聞こえてますかダイヤさん！こちら下級戦闘員H46……じゃなくて…！」,「……聽得到嗎？黛雅小姐……這裡是下級戰鬥員H46……啊不對……」,"""...Can you hear me, Daiya? This is junior soldier H46... no, I mean...!""",「…들리십니까 다이아 씨! 이쪽은 하급 전투원 H46…… 아니…!」,「……听得到吗？黛雅小姐……这里是下级战斗员H46……啊不对……」
,,,,,,,,,
Dialog.DLC1-3-3,ヒスイ,「……ええと……ヒスイ！ヒスイです！現在の状況ですが……」,「......嗯......翡翠！翡翠在這裡！目前的情況是......」,,「……ええと……ヒスイ！ヒスイです！現在の状況ですが……」,「……那個……我是翡翠！是翡翠！現在的狀況是……」,"""...Um... Hisui! It's Hisui! About the current situation...""",「……저기…… 히스이! 히스이입니다! 현재 상황입니다만……」,「……那个……我是翡翠！是翡翠！现在的状况是……」
,,,,,,,,,
Dialog.DLC1-3-4,,(…っ、一瞬とはいえ自分の名前を忘れるなんて…),(......一瞬之間忘記自己的名字......),,(…っ、一瞬とはいえ自分の名前を忘れるなんて…),（……居然有一瞬間連自己的名字都忘了……）,"(...How could I forget my own name, even for a moment...)","(…윽, 한순간이지만 제 이름을 잊다니…)",（……居然有一瞬间连自己的名字都忘了……）
,,,,,,,,,
Dialog.DLC1-3-5,,(これ以上ここで戦闘員を演じるのは危険かもしれません…っ！、早く作戦を進めないと…),在這裡繼續扮演戰鬥員可能很危險...！ 快點推進作戰吧...,,(これ以上ここで戦闘員を演じるのは危険かもしれません…っ！、早く作戦を進めないと…),（再這樣在這裡裝戰鬥員下去可能很危險……必須趕快推進作戰才行）,(It might be dangerous to keep playing the role of a soldier here any longer...! I need to advance the operation quickly...),"(이 이상 여기서 전투원을 연기하는 것은 위험할지도 모릅니다…!, 빨리 작전을 진행해야…)",（再这样在这里装战斗员下去可能很危险……必须赶快推进作战才行）
,,,,,,,,,
Dialog.DLC1-3-6,,(ですが……まだエレナ先輩の居場所は掴めていません…やはり下級戦闘員だと限界が…),但是......我還是無法找到艾蓮娜前輩的位置...果然作為下級戰鬥員有其極限...,,(ですが……まだエレナ先輩の居場所は掴めていません…やはり下級戦闘員だと限界が…),（可是……還沒掌握到艾蓮娜前輩的所在……下級戰鬥員的身分果然有極限……）,"(But... I still haven't been able to locate Erena... As expected, being a junior soldier has its limits...)",(하지만…… 아직 엘레나 선배의 거처는 파악하지 못했습니다… 역시 하급 전투원으로는 한계가…),（可是……还没掌握到艾莲娜前辈的所在……下级战斗员的身分果然有极限……）
,,,,,,,,,
Dialog.DLC1-3-7,,(………そのためにはもっと模範的な戦闘員として財団の為に働かないと……),(......為了這個，必須更加模範地作為戰鬥員為財團工作才行......),,(………そのためにはもっと模範的な戦闘員として財団の為に働かないと……),（……為了更往上爬，只能更當個模範戰鬥員為財團賣命……）,"(...To do that, I need to work harder as a model soldier for the Foundation...)",(………그러기 위해서는 더욱 모범적인 전투원으로서 재단을 위해 일해야……),（……为了更往上爬，只能更当个模范战斗员为财团卖命……）
,,,,,,,,,
Dialog.DLC1-3-8,,その時、ヒスイの後ろに男戦闘員が現れる。,在那時，翡翠的身後出現了男性戰鬥員。,,その時、ヒスイの後ろに男戦闘員が現れる。,這時，翡翠背後出現了一名男性戰鬥員。,"At that moment, a male combatant appeared behind Hisui.","그때, 히스이 뒤에 남성 전투원이 나타난다.",这时，翡翠背后出现了一名男性战斗员。
,,,,,,,,,
Dialog.DLC1-3-9,,(……！すみません、戦闘員が来たのでいったん切ります！),（……有人來了，不好意思……黛雅小姐我先掛了！）,,(……！すみません、戦闘員が来たのでいったん切ります！),（……有人來了，不好意思……黛雅小姐我先掛了！）,"(...! Sorry, a soldier's here, so I'll have to cut this short!)","(……! 죄송합니다, 전투원이 와서 일단 끊겠습니다!)",（……有人来了，不好意思……黛雅小姐我先挂了！）
,,,,,,,,,
Dialog.DLC1-3-10,,「おっ、模範的下級戦闘員H46号ちゃんじゃん！ちょうどよかった」,「哦，模範的下級戰鬥員H46號！正好呢」,,「おっ、模範的下級戦闘員H46号ちゃんじゃん！ちょうどよかった」,「喔……這不是模範下級戰鬥員H46號嗎！正好遇到妳」,"""Oh, if it isn't model junior soldier H46! Perfect timing.""","「오, 모범적인 하급 전투원 H46호쨩이잖아! 마침 잘 됐다」",「喔……这不是模范下级战斗员H46号吗！正好遇到你」
,,,,,,,,,
Dialog.DLC1-3-11,,「キィーーーーーーッ！何かご用でしょうか！？」,「咳——！有什麼事嗎！？」,,「キィーーーーーーッ！何かご用でしょうか！？」,「嘰ーーーーーー！！請問有什麼吩咐！」,"""KIIIIIII! Is there something you need?!""",「키이ーーーーーー잇! 무슨 용무이십니까!?」,「吱ーーーーーー！！请问有什么吩咐！」
,,,,,,,,,
Dialog.DLC1-3-12,男戦闘員,「俺今ちょっと溜まっててさあ？軽く性処理の相手してくれない？」,「我現在有些憋著呢？能幫我解決一下性慾嗎？」,,「俺今ちょっと溜まっててさあ？軽く性処理の相手してくれない？」,「我現在有點憋得難受啊...能當一下我的性處理對象嗎？」,"""I've got all this pent-up sexual energy right now, you know? Mind helping me out with some quick relief?""",「나 지금 좀 쌓여서 말이야? 가볍게 성처리 상대 좀 해줄래?」,「我现在有点憋得难受啊...能当一下我的性处理对象吗？」
,,,,,,,,,
Dialog.DLC1-3-13,,「き、キーーーッ！すみません、この後予定が…」,「咳、咳——！對不起，接下來有安排…」,,「き、キーーーッ！すみません、この後予定が…」,「嘰——！！抱歉，我等等還有安排……」,"""K-KIIIII! Sorry, but I have plans after this...""","「키, 키ーーー잇! 죄송합니다, 이 후 예정이…」",「吱——！！抱歉，我等等还有安排……」
,,,,,,,,,
Dialog.DLC1-3-14,,「まあいいじゃねーか、俺らから言っといてやるから。」,「算了啦，我們來告訴她吧。」,,「まあいいじゃねーか、俺らから言っといてやるから。」,「別這麼掃興嘛～我會幫妳跟上面打個招呼的啦。」,"""Come on, it's fine. We'll put in a word for you.""",「뭐 괜찮지 않겠어? 우리가 말해 둘 테니까」,「别这么扫兴嘛～我会帮你跟上面打个招呼的啦。」
,,,,,,,,,
Dialog.DLC1-3-15,,「そ、それなら…ではおチンポ失礼します！キーーーッ！」,「那、那樣的話…那我就失禮了！咳——！」,,「そ、それなら…ではおチンポ失礼します！キーーーッ！」,「那、那麼…就打擾您的陰莖了！嘰────！」,"""W-well then... I'll help myself to your cock! KIIIII!""","「그, 그렇다면… 그럼 자지 실례합니다! 키ーーー잇!」",「那、那么…就打扰您的阴茎了！吱────！」
,,,,,,,,,
,暗転,暗転,黑幕,,暗転,,Blackout,,
,,,,,,,,,
Dialog.DLC1-3-16,,H46号は口で戦闘員の相手を終える。,H46號用口頭與戰鬥員結束對話。,,H46号は口で戦闘員の相手を終える。,H46號用嘴結束了對戰鬥員的侍奉。,H46 finished servicing the soldier orally.,H46호는 입으로 전투원의 상대를 끝낸다.,H46号用嘴结束了对战斗员的侍奉。
,,,,,,,,,
Dialog.DLC1-3-17,戦闘員,「ふうっ、H46号ちゃんご苦労さん。」,「呼，H46號辛苦了。」,,「ふうっ、H46号ちゃんご苦労さん。」,「呼，H46號醬辛苦了。」,"""Phew, thanks for the hard work, H46.""","「후웃, H46호쨩 수고했어.」",「呼，H46号酱辛苦了。」
,,,,,,,,,
Dialog.DLC1-3-18,H46号,「キィーーーッ！ご満足いただけたでしょうか！」,「咳——！您滿意了嗎！」,,「キィーーーッ！ご満足いただけたでしょうか！」,「嘰────！您還滿意嗎！」,"""KIIIII! I hope you were satisfied!""",「키이ーーー잇! 만족하셨습니까!」,「吱────！您还满意吗！」
,,,,,,,,,
Dialog.DLC1-3-19,戦闘員,「あぁよかったよ…あ、そうだ！俺幹部怪人のエレナさんの所で働いてるんだけど…」,「啊，太好了…啊，對了！我在幹部怪人艾蓮娜小姐那裡工作呢…」,,「あぁよかったよ…あ、そうだ！俺幹部怪人のエレナさんの所で働いてるんだけど…」,「啊，實在是太棒了…啊，對了！我在幹部怪人艾蓮娜小姐那裡工作…」,"""Yeah, it was good... Oh, that's right! I work under executive fiend Erena...""","「아아 좋았어… 아, 맞다! 나 간부 괴인 엘레나 씨 밑에서 일하는데…」",「啊，实在是太棒了…啊，对了！我在干部怪人艾莲娜小姐那里工作…」
,,,,,,,,,
Dialog.DLC1-3-20,,(エレナ…エレナ先輩…！？),(艾蓮娜…艾蓮娜前輩…！？),,(エレナ…エレナ先輩…！？),（艾蓮娜…艾蓮娜前輩…！？）,(Erena... Erena...?!),(엘레나… 엘레나 선배…!?),（艾莲娜…艾莲娜前辈…！？）
,,,,,,,,,
Dialog.DLC1-3-21,戦闘員,「そこで一般市民向けのプロパガンダ映像取ってるんだけど…H46号ちゃんこういうの興味ない？」,「我正在拍攝針對一般市民的宣傳影片，H46號對這種事情沒興趣嗎？」,,「そこで一般市民向けのプロパガンダ映像取ってるんだけど…H46号ちゃんこういうの興味ない？」,「在那裡拍攝針對一般市民的宣傳影片…H46號醬對這種事有興趣嗎？」,"""We're shooting propaganda videos for civilians there... Would you be interested in something like that, H46?""",「거기서 일반 시민 대상 프로파간다 영상 찍는데… H46호쨩 이런 거 흥미 없어?」,「在那里拍摄针对一般市民的宣传影片…H46号酱对这种事有兴趣吗？」
,,,,,,,,,
Dialog.DLC1-3-22,,「キィーーーーーーッ！H46号、非常に興味があります！」,「咳——！H46號，非常感興趣！」,,「キィーーーーーーッ！H46号、非常に興味があります！」,「嘰────────！H46號，非常有興趣！」,"""KIIIIIIII! H46 is extremely interested!""","「키이ーーーーーー잇! H46호, 매우 흥미 있습니다!」",「吱────────！H46号，非常有兴趣！」
,,,,,,,,,
Dialog.DLC1-3-23,,「いいね！一般市民を逆レイプする女戦闘員役なんだけど…H46号ちゃんエロい体してるからぴったりだと思うよ」,「好棒！我飾演一名逆強姦一般市民的女戰鬥員角色，H46號擁有性感身材，我覺得非常適合」,,「いいね！一般市民を逆レイプする女戦闘員役なんだけど…H46号ちゃんエロい体してるからぴったりだと思うよ」,「不錯！是女戰鬥員逆強姦一般市民的角色…H46號醬的身材很色，所以很適合哦」,"""Great! It's the role of a female soldier who violates civilians... I think you'd be perfect for it with that sexy body of yours, H46.""",「좋네! 일반 시민을 역강간하는 여성 전투원 역할인데… H46호쨩 야한 몸 하고 있으니까 딱이라고 생각해」,「不错！是女战斗员逆强奸一般市民的角色…H46号酱的身材很色，所以很适合哦」
,,,,,,,,,
Dialog.DLC1-3-24,,「あとエレナさんも撮影に来るから…下級戦闘員が上級幹部に近くで会えることなんてなかなかないよ。」,「而且艾蓮娜小姐也會來參加拍攝，下級戰鬥員很難有機會近距離見到高級幹部的。」,,「あとエレナさんも撮影に来るから…下級戦闘員が上級幹部に近くで会えることなんてなかなかないよ。」,「而且艾蓮娜小姐也會來拍攝…下級戰鬥員能近距離見到上級幹部可是很少有的哦。」,"""Plus, Erena will be at the shoot... It's not often that a junior soldier gets to meet a high-ranking executive up close.""",「그리고 엘레나 씨도 촬영하러 오니까… 하급 전투원이 상급 간부 가까이서 만날 기회는 좀처럼 없어.」,「而且艾莲娜小姐也会来拍摄…下级战斗员能近距离见到上级干部可是很少有的哦。」
,,,,,,,,,
Dialog.DLC1-3-25,,(！…一般市民を逆レイプ…というのは気がかりですが……これはエレナ先輩に近づくチャンスです！),(！…逆強姦一般市民…雖然讓人擔心……但這是接近艾蓮娜前輩的機會！),,(！…一般市民を逆レイプ…というのは気がかりですが……これはエレナ先輩に近づくチャンスです！),（！…逆強姦一般市民…這點讓人擔心，但……這是接近艾蓮娜前輩的機會！）,(Violating civilians is concerning... but this is my chance to get close to Erena!),(!… 일반 시민을 역강간…이라는 건 마음에 걸리지만…… 이건 엘레나 선배에게 접근할 기회입니다!),（！…逆强奸一般市民…这点让人担心，但……这是接近艾莲娜前辈的机会！）
,,,,,,,,,
Dialog.DLC1-3-26,戦闘員,「キィーーーーーーッ！ぜひ撮影に参加させてください！」,「咳——！請務必讓我參加拍攝！」,,「キィーーーーーーッ！ぜひ撮影に参加させてください！」,「嘰────────！請務必讓我參加拍攝！」,"""KIIIIIIII! Please let me participate in the shoot!""",「키이ーーーーーー잇! 부디 촬영에 참가시켜 주십시오!」,「吱────────！请务必让我参加拍摄！」
,,,,,,,,,
,暗転,,,,,,,,
,,,,,,,,,
Dialog.DLC1-3-27,風景(街中),財団撮影室,福倫財團攝影室,,財団撮影室,財團攝影室,Foundation Filming Studio,재단 촬영실,财团摄影室
,,,,,,,,,
Dialog.DLC1-3-28,ヒスイ(敬礼)(戦闘員×３),(……とうとう撮影日ですね…予定通りなら今日ここにエレナ先輩が……！),(……終於到了拍攝日呢…如果按照計劃，今天艾蓮娜前輩應該會在這裡……！),,(……とうとう撮影日ですね…予定通りなら今日ここにエレナ先輩が……！),（……終於到拍攝日了呢…如果照計畫，今天這裡會有艾蓮娜前輩……！）,"(...The filming day has finally arrived... If everything goes as planned, Erena will be here today...!)",(……드디어 촬영일이네요… 예정대로라면 오늘 여기에 엘레나 선배가……!),（……终于到拍摄日了呢…如果照计画，今天这里会有艾莲娜前辈……！）
,,,,,,,,,
Dialog.DLC1-3-29,,(念のためダイヤさんにも連絡しておきましたが…),(為了確保起見，我也已經聯絡了黛雅小姐…),,(念のためダイヤさんにも連絡しておきましたが…),（以防萬一，也聯絡了黛雅小姐…）,(I contacted Daiya just in case...),(만약을 위해 다이아 씨에게도 연락해두었지만…),（以防万一，也联络了黛雅小姐…）
,,,,,,,,,
Dialog.DLC1-3-30,,(……今日が正念場ですっ…絶対にエレナ先輩に会わないと！),(……今天是正念場…一定要見到艾蓮娜前輩！),,(……今日が正念場ですっ…絶対にエレナ先輩に会わないと！),（……今天是關鍵時刻…絕對要見到艾蓮娜前輩！）,(...Today is the big day... I absolutely must meet Erena!),(……오늘이 고비입니다… 반드시 엘레나 선배를 만나야!),（……今天是关键时刻…绝对要见到艾莲娜前辈！）
,,,,,,,,,
Dialog.DLC1-3-31,,その時大勢の戦闘員に囲まれて一人の女性が撮影室に入ってくる,在那時，被眾多戰鬥員包圍的一名女性進入了攝影室。,,その時大勢の戦闘員に囲まれて一人の女性が撮影室に入ってくる,那時，被大群戰鬥員包圍的一名女性走進攝影室。,"At that moment, a woman entered the filming studio, surrounded by numerous soldiers.",그때 많은 전투원에게 둘러싸여 한 여성이 촬영실로 들어온다,那时，被大群战斗员包围的一名女性走进摄影室。
,,,,,,,,,
Dialog.DLC1-3-32,???(エレナ変身黒影),「さて……今日はプロパガンダAVの撮影ですね。」,"""那麼……今天是宣傳影片的拍攝呢。""",,「さて……今日はプロパガンダAVの撮影ですね。」,「好了……今天是宣傳AV的拍攝呢。」,"""Well then... Today we're filming a propaganda AV.""",「자…… 오늘은 프로파간다 AV 촬영이군요.」,「好了……今天是宣传AV的拍摄呢。」
,,,,,,,,,
Dialog.DLC1-3-33,ヒスイ,「………………！！！」,「………………！！！」,,「………………！！！」,「………………！！！」,"""...!!!""",「………………!!!」,「………………！！！」
,,,,,,,,,
Dialog.DLC1-3-34,エレナ,「では撮影に入りましょうか。下級戦闘員、これも財団の大事な任務ですので気を抜かないように。」,「那麼我們就開始拍攝吧。下級戰鬥員，這也是財團的重要任務，不要鬆懈。」,,「では撮影に入りましょうか。下級戦闘員、これも財団の大事な任務ですので気を抜かないように。」,「那麼就開始拍攝吧。下級戰鬥員，這也是財團的重要任務，所以別鬆懈。」,"""Let's get started. Junior soldiers, this is also an important mission for the Foundation, so don't let your guard down.""","「그럼 촬영에 들어가도록 하죠. 하급 전투원, 이것도 재단의 중요한 임무이므로 긴장을 늦추지 않도록.」",「那么就开始拍摄吧。下级战斗员，这也是财团的重要任务，所以别松懈。」
,,,,,,,,,
Dialog.DLC1-3-35,ヒスイ&戦闘員達,「「「キィーーーーーーッ！！！」」」,「「「啊———！！！」」」,,「「「キィーーーーーーッ！！！」」」,「「「嘰────────！！！」」」,"""KIIIIIIII!!!""",「「「키이ーーーーーー잇!!!」」」,「「「吱────────！！！」」」
,,,,,,,,,
Dialog.DLC1-3-36,ヒスイ,(………やっぱり！エレナ先輩っ！),(………果然！艾蓮娜前輩！),,(………やっぱり！エレナ先輩っ！),（………果然！艾蓮娜前輩！）,(...I knew it! Erena!),(………역시! 엘레나 선배!),（………果然！艾莲娜前辈！）
,,,,,,,,,
Dialog.DLC1-3-37,,(それにあの格好……聖核戦姫に変身してる…！？),(而且那身打扮……竟然變身成聖核戰姬了…！？),,(それにあの格好……聖核戦姫に変身してる…！？),（而且那個打扮……是變身成聖核戰姬了…！？）,(And that outfit... She's transformed into a Holy Core Battlemaiden...?!),(게다가 저 모습…… 성핵전희로 변신하고 있어…!?),（而且那个打扮……是变身成圣核战姬了…！？）
,,,,,,,,,
Dialog.DLC1-3-38,,(っ……事情は分かりませんが………エレナ先輩はまだっ……),(咦……雖然不知道情況……艾蓮娜前輩還在……),,(っ……事情は分かりませんが………エレナ先輩はまだっ……),（嘖……雖然不清楚情況………但艾蓮娜前輩還……）,"(...I don't understand the circumstances, but... Erena is still...)",(윽…… 사정은 모르겠지만……… 엘레나 선배는 아직……),（啧……虽然不清楚情况………但艾莲娜前辈还……）
,,,,,,,,,
Dialog.DLC1-3-39,,(………後は隙を見て近づけさえすれば…っ！),(………只要找到機會靠近就好了…！),,(………後は隙を見て近づけさえすれば…っ！),（………之後只要找機會接近就行了…！）,(...Now I just need to find an opening to get close...!),(………이제 틈을 봐서 접근하기만 하면…윽!),（………之后只要找机会接近就行了…！）
,,,,,,,,,
Dialog.DLC1-3-40,エレナ,「……では撮影を始めましょうか。まずは街で一般市民を襲う下級戦闘員達のシーンですね。」,「……那麼我們開始拍攝吧。首先是在城市裡襲擊普通市民的低階戰鬥員們的場景。」,,「……では撮影を始めましょうか。まずは街で一般市民を襲う下級戦闘員達のシーンですね。」,「……那麼就開始拍攝吧。首先是街頭下級戰鬥員襲擊一般市民的場景呢。」,"""...Let's begin filming. First, we'll shoot the scene where junior soldiers attack civilians in the city.""",「……그럼 촬영을 시작하도록 하죠. 우선은 거리에서 일반 시민을 습격하는 하급 전투원들의 씬이군요.」,「……那么就开始拍摄吧。首先是街头下级战斗员袭击一般市民的场景呢。」
,,,,,,,,,
Dialog.DLC1-3-41,戦闘員達,「「「キィーーーーーーッ！」」」,「「「咦——！」」」,,「「「キィーーーーーーッ！」」」,「「「嘰────────！！！」」」,"""KIIIIIIII!""",「「「키이ーーーーーー잇!」」」,「「「吱────────！！！」」」
,,,,,,,,,
Dialog.DLC1-3-42,ヒスイ,「き、キィーーーーーーッ！」,「咦——！」,,「き、キィーーーーーーッ！」,「嘰、嘰────────！！！」,"""K-Kiiiiiiii!""","「키, 키이ーーーーーー잇!」",「吱、吱────────！！！」
,,,,,,,,,
Dialog.DLC1-3-43,,(まずは怪しまれないように…もう少し、頑張りますっ！),首先要確保不會引起懷疑…再努力一點！,,(まずは怪しまれないように…もう少し、頑張りますっ！),（首先不能讓人起疑…再努力一下吧！）,"(First, I need to avoid suspicion... I'll endure just a little longer!)","(우선 의심받지 않도록… 좀 더, 힘내겠습니다!)",（首先不能让人起疑…再努力一下吧！）
,,,,,,,,,
,暗転,,,,,,,,
,Hisui story DLC 4-1,,,,,,,,
Dialog.DLC1-3-44,ヒスイ,「きぃ、きぃーーーーーっ！つ、つかまえました～～～！」,「咦、咦——！抓、抓到了～～～！」,,「きぃ、きぃーーーーーっ！つ、つかまえました～～～！」,「嘰、嘰────────！抓、抓到你了～～～！」,"""Kii, kiiiii! I-I caught you!""","「키이, 키이ーーーーー잇! 자, 잡았습니다~~~!」",「吱、吱────────！抓、抓到你了～～～！」
,,,,,,,,,
Dialog.DLC1-3-45,男戦闘員,「ぐおおっ、く、くそおっ！」,「呜呼、可、可惡！」,,「ぐおおっ、く、くそおっ！」,「咕哦哦、該、該死！」,"""Guooh, d-damn it!""","「크오옷, 제, 제기랄!」",「咕哦哦、该、该死！」
,,,,,,,,,
Dialog.DLC1-3-46,ヒスイ,「ほ、ほら服をぬいでくださ～～い！今からあなたは女戦闘員に、れ、れいぷされちゃいま～～～す！」,「喂、喂，請脫掉衣服啦～～！從現在起，你將成為女戰鬥員，被，被重新塑造～～～！」,,「ほ、ほら服をぬいでくださ～～い！今からあなたは女戦闘員に、れ、れいぷされちゃいま～～～す！」,「喂、喂把衣服脫掉吧～～！現在你要被女戰鬥員、強、強姦了～～～！」,"""C-come on, take off your clothes! You're about to be v-violated by a female soldier!""","「자, 자 옷을 벗으세요~~~! 지금부터 당신은 여성 전투원에게, 레, 레이프당할 거예요~~~!」",「喂、喂把衣服脱掉吧～～！现在你要被女战斗员、强、强奸了～～～！」
,,,,,,,,,
Dialog.DLC1-3-47,,(～～～ああああっ！、死ぬほど恥ずかしいっ！！),(～～～啊啊啊！、羞恥到死！！),,(～～～ああああっ！、死ぬほど恥ずかしいっ！！),（～～～啊啊啊啊！好丟臉！！）,(Aaaaaah! This is so embarrassing I could die!!),"(~~~ 아아아앗!, 죽을 만큼 부끄러워!!)",（～～～啊啊啊啊！好丢脸！！）
,,,,,,,,,
Dialog.DLC1-3-48,男戦闘員,「ううっ、俺には妻と子供がいるのにっ、こんな変態女に無理やり犯されるなんて…っ！！」,「唔唔，我有妻子的，被這樣變態的女人強暴…！！」,,「ううっ、俺には妻と子供がいるのにっ、こんな変態女に無理やり犯されるなんて…っ！！」,「嗚嗚、我明明有老婆和孩子，卻被這種變態女強行侵犯…！！」,"""Uugh, I have a wife and children, yet I'm being forcibly violated by this perverted woman...!!""","「으윽, 나에게는 아내와 자식이 있는데, 이런 변태 여자에게 억지로 범해지다니…윽!!」",「呜呜、我明明有老婆和孩子，却被这种变态女强行侵犯…！！」
,,,,,,,,,
Dialog.DLC1-3-49,ヒスイ,(変態女って！私だってこんなことは…！),(變態女人！就算是我也不會做這種事情…！),,(変態女って！私だってこんなことは…！),（變態女！我也沒想做這種事…！）,(Perverted woman?! I don't want to do this either...!),(변태 여자라니! 나도 이런 짓은…!),（变态女！我也没想做这种事…！）
,,,,,,,,,
Dialog.DLC1-3-50,,(ううっ…下腹部に男の人のが……スーツ越しに伝わってきます…),「唔唔…下腹部感受到了男性的…透過西裝傳來的感覺…」,,(ううっ…下腹部に男の人のが……スーツ越しに伝わってきます…),（嗚嗚…男人的東西透過下腹部…隔著戰鬥服傳過來…）,(Uugh... I can feel his... through the suit against my lower abdomen...),(으윽… 하복부에 남성의 물건이…… 슈트 너머로 느껴져요…),（呜呜…男人的东西透过下腹部…隔着战斗服传过来…）
,,,,,,,,,
Dialog.DLC1-3-51,ヒスイ,「はあっ♥、あなたの力じゃ♥、私には抵抗できませんからぁ…？」,「呼♥，用你的力量♥，我無法抗拒呢…？」,,「はあっ♥、あなたの力じゃ♥、私には抵抗できませんからぁ…？」,「哈啊♥，以你的力氣♥，根本抵抗不了我吧…？」,"""Haah♥ With your strength♥ you can't resist me, can you...?""","「하앗♥, 당신 힘으로는♥, 저에게 저항할 수 없으니까요…?」",「哈啊♥，以你的力气♥，根本抵抗不了我吧…？」
,,,,,,,,,
Dialog.DLC1-3-52,,(っ、あと少しでエレナ先輩の所へ行けるんですっ…最期の踏ん張りどころっ…),(啊，再稍微就能到艾蓮娜前輩那裡了…這是最後的努力…),,(っ、あと少しでエレナ先輩の所へ行けるんですっ…最期の踏ん張りどころっ…),（嘖，離艾蓮娜前輩那裡只差一點了…最後的堅持時刻…）,(...Just a little more and I can reach Erena-senpai... This is the final push...),"(윽, 조금만 더 있으면 엘레나 선배에게 갈 수 있어요… 마지막 힘을 내야…!)",（啧，离艾莲娜前辈那里只差一点了…最后的坚持时刻…）
,,,,,,,,,
Dialog.DLC1-3-53,,「大人しく、あなたのっ、おちんぽっ♥、入れちゃいますよっ♥」,「乖乖地，我會把你的，小弟弟♥，放進去的哦♥」,,「大人しく、あなたのっ、おちんぽっ♥、入れちゃいますよっ♥」,「乖乖地，讓你的♥，陰莖♥，插進去吧♥」,"""Be a good boy and I'll put your cock♥ inside me♥""","「얌전히, 당신의, 자지♥, 넣어버릴 거예요♥」",「乖乖地，让你的♥，阴茎♥，插进去吧♥」
,,,,,,,,,
Dialog.DLC1-3-54,,(……はあっ、今からこれが……私の中に……),(……呼，現在這個……將要進入我的身體中……),,(……はあっ、今からこれが……私の中に……),（……哈啊，現在這個就要……進到我裡面……）,"(...Haah, this is about to go... inside me...)","(……하앗, 이제부터 이게…… 제 안에……)",（……哈啊，现在这个就要……进到我里面……）
,,,,,,,,,
Dialog.DLC1-3-55,,(パイズリは沢山してきましたけど…セックスまでするなんてっ……),(乳交我做過很多次了，但是……居然要做到性交……),,(パイズリは沢山してきましたけど…セックスまでするなんてっ……),（雖然胸部侍奉做過很多次…但做到性交這種事……）,"(I've done plenty of titjobs, but... to actually have sex...)",(파이즈리는 많이 해봤지만… 섹스까지 하다니……),（虽然胸部侍奉做过很多次…但做到性交这种事……）
,,,,,,,,,
Dialog.DLC1-3-56,ヒスイ,「はっ♥、はっ♥……！？」,「呼♥，呼♥……！？」,,「はっ♥、はっ♥……！？」,「哈♥、哈♥……！？」,"""Hah♥ hah♥...?!""","「핫♥, 핫♥……!?」",「哈♥、哈♥……！？」
,,,,,,,,,
Dialog.DLC1-3-57,男戦闘員,「おい、いつまでマンコこすりつけて焦らしてんだ？とっとと本番シーンに移らねえと終わらねえだろうが。」,「喂，你到底要摩擦陰道摩擦到什麼時候才肯進入正題？趕快進入正題，不然就沒完沒了了。」,,「おい、いつまでマンコこすりつけて焦らしてんだ？とっとと本番シーンに移らねえと終わらねえだろうが。」,「喂，你在那磨蹭小穴拖延什麼？不趕快進入！不然這場景是拍不完的！」,"""Hey, how long are you gonna keep rubbing your pussy and teasing? We won't finish if you don't get to the real scene already.""","「어이, 언제까지 보지 문지르며 애태울 거야? 빨리 본방 씬으로 넘어가지 않으면 안 끝나잖아.」",「喂，你在那磨蹭小穴拖延什么？不赶快进入！不然这场景是拍不完的！」
,,,,,,,,,
Dialog.DLC1-3-58,ヒスイ,「っ♥！、わ、わかってますっ！あなたは今からレイプされるんです…からっ♥！」,「呀♥！我、我知道！你現在將被強暴…呀♥！」,,「っ♥！、わ、わかってますっ！あなたは今からレイプされるんです…からっ♥！」,「哈♥、知、知道了！你要被強姦了…所以♥！」,"""♥! I-I know! You're about to be violated... so♥!""","「윽♥!, 아, 알고 있어요! 당신은 지금부터 레이프당할 거예요… 그러니까♥!」",「哈♥！、知、知道了！你要被强奸了…所以♥！」
,,,,,,,,,
